13788340,13789195,8444,8590
13789693,13790545,8462,8656
13791182,13792040,8056,8354
13792779,13793631,8163,8588
13794245,13795100,8143,8083
13795780,13796632,8297,8449
13797245,13798101,8420,8290
13798668,13799521,8172,8462
13801157,13802009,8384,8357
13802527,13803382,8155,8460
13803876,13804729,8336,8527
13805102,13805956,8273,8543
13806853,13807708,8328,8225
13809322,13810176,8442,8450
13811205,13812062,8337,8603
13813195,13814049,8175,8453
13814973,13815830,8166,8507
13816670,13817522,8190,8538
13818061,13818915,8071,8251
13819558,13820411,8324,8503
13820912,13821767,8022,8330
13822405,13823258,8382,8601
13823723,13824576,8310,8549
13825170,13826024,8280,8390
13826528,13827385,8338,8415
13828108,13828960,8289,8370
13830089,13830944,8227,8417
13831314,13832172,8206,8407
13832559,13833413,8442,8461
13833946,13834797,8371,8494
13835336,13836193,8417,8375
13836672,13837524,8063,8333
13838045,13838896,8331,8637
13839672,13840524,8358,8562
13841276,13842131,8229,8257
13842989,13843840,8307,8212
13844795,13845648,8172,8552
13846379,13847236,8313,8328
13847771,13848623,8286,8369
13849100,13849956,8101,8580
13850448,13851301,8144,8123
13852144,13853002,8206,8276
13853462,13854320,8083,8506
13854767,13855619,8403,8449
13855977,13856834,8337,8506
13857426,13858280,8301,8586
13859125,13859980,8184,8637
13860960,13861813,8174,8517
13862579,13863431,8266,8305
13864186,13865044,8250,8172
13865478,13866330,8303,8341
13867132,13867984,8371,8476
13869007,13869859,8283,8363
13870358,13871215,8366,8535
13871582,13872437,8303,8503
13872864,13873716,8375,8236
13874268,13875120,8055,8448
13876065,13876921,8254,8281
13877592,13878449,8139,8375
13878862,13879716,8294,8320
13880061,13880916,8276,8541
13881306,13882159,8403,8539
13882535,13883389,8280,8400
13883808,13884666,8226,8431
13885114,13885965,8164,8461
13886330,13887184,8400,8429
13887677,13888531,8465,8416
13888945,13889797,8437,8385
13890169,13891025,8365,8394
13891793,13892644,8089,8375
13893581,13894433,8093,8518
13895367,13896221,8421,8328
13896860,13897712,8201,8484
13898810,13899662,8219,8178
13901202,13902054,8155,8410
13902748,13903599,8193,8555
13904105,13904960,8333,8517
13905680,13906533,8262,8451
13907505,13908359,8238,8559
13909258,13910114,8161,8141
13911134,13911988,8452,8524
13913068,13913923,8333,8444
13915053,13915905,8410,8415
13917310,13918166,8200,8365
13919063,13919914,8425,8556
13920488,13921344,8382,8323
13922075,13922926,8182,8423
13923574,13924430,8373,8415
13925299,13926154,8424,8496
13927682,13928534,8448,8547
13929180,13930033,8304,8517
13930682,13931534,8414,8310
13932468,13933322,8422,8532
13934341,13935194,8341,8620
13935863,13936715,8218,8363
13937216,13938072,8192,8489
13938474,13939330,8301,8460
13940270,13941121,8334,8247
13942809,13943662,8242,8451
13944910,13945765,8292,8288
13946372,13947225,8385,8422
13948282,13949139,8296,8538
13950181,13951034,8436,8473
13952059,13952914,8250,8262
13953599,13954456,8266,8587
13954941,13955796,8422,8501
13956329,13957183,8323,8267
13957866,13958723,7958,8248
13960139,13960992,8232,8445
13962389,13963244,8294,8445
13964801,13965652,8227,8352
13967312,13968163,8106,8427
13968752,13969605,8077,8554
13970406,13971259,8342,8559
13972007,13972862,8422,8563
13973685,13974537,8361,8511
13975565,13976418,8246,8608
13977363,13978216,8252,8373
13979179,13980034,8291,8563
13980975,13981831,8377,8470
13982804,13983657,7977,8394
13984157,13985013,8256,8488
13985513,13986364,8339,8346
13986840,13987695,8306,8365
13988068,13988920,8297,8291
13989809,13990662,8286,8286
13992157,13993013,8362,8483
13993953,13994807,8258,8458
13995815,13996668,8456,8373
13998156,13999011,8369,8444
13999926,14000781,8218,8115
14001482,14002338,8389,8505
14002795,14003648,8206,8338
14004202,14005057,8293,8595
14005453,14006308,8270,8467
14007011,14007866,8416,8295
14009479,14010334,8325,8431
14011343,14012196,8400,8497
14013218,14014069,8244,8488
14015201,14016056,8265,8452
14016594,14017447,8462,8426
14018326,14019177,8257,8480
14019595,14020450,8279,8449
14020909,14021764,8271,8611
14022160,14023015,8317,8581
14023914,14024771,8172,8486
14025806,14026660,8325,8621
14028326,14029178,8443,8413
14030154,14031006,8237,8289
14031878,14032730,8225,8385
14033773,14034626,8283,8291
14035504,14036362,8250,8473
14037058,14037913,8166,8567
14038326,14039178,8407,8579
14039574,14040428,8222,8449
14041504,14042362,8179,8471
14043281,14044135,8141,8095
14045178,14046032,8342,8411
14046983,14047838,8354,8492
14048520,14049372,8173,8325
14050177,14051031,8425,8501
14052026,14052881,8289,8332
14053502,14054359,8406,8418
14055062,14055916,8153,8418
14056557,14057414,7951,8440
14058872,14059726,8097,8432
14061196,14062051,8145,8569
14063384,14064237,8340,8456
14064898,14065750,8351,8297
14066403,14067259,8446,8477
14068216,14069068,8336,8478
14069554,14070407,8271,8387
