Inter-sample gap (us): 50
Inter-average gap (us): 1500
Samples averaged: 20
Format: micros(), A0, A1 
76203483,33242,33907
76207060,32582,34209
76210638,33938,33929
76214215,32927,33671
76217791,33864,34367
76221368,33002,34127
76224946,33998,33925
76228524,33563,33879
76232103,33563,33374
76235679,32943,33819
76239257,32231,34511
76242834,33685,34498
76246411,33896,34163
76249988,33432,34347
76253567,33433,34226
76257146,33573,33897
76260722,33507,33935
76268121,32700,33551
76271698,33285,34137
76275276,33165,34250
76278852,33022,34174
76282431,32369,32738
76286008,33628,33020
76289584,32857,33434
76293163,33359,33908
76296739,32256,33250
76300316,33104,33917
76303893,33857,33338
76307475,32305,34242
76311050,33616,34414
76314627,33541,33229
76318205,32307,33708
76321783,33251,34222
76325360,33404,34314
76328936,32357,33381
76332515,33769,34556
76336090,33524,33717
76339669,33621,34149
76343245,32731,33575
76346820,33577,33821
76350398,33008,33998
76357811,33396,34339
76361391,32991,34123
76364969,33465,33578
76368549,32988,34230
76372123,34011,32426
76375700,34057,33720
76379278,32962,34295
76382856,33190,33152
76386434,33644,34119
76390010,32869,34350
76393589,32798,33759
76397166,33024,34169
76400745,32974,33193
76404321,33410,33521
76407898,32766,33873
76411480,32401,34376
76415058,33530,34420
76418635,32926,33750
76422213,33201,33682
76425791,33269,33821
76429369,33609,33410
76432946,33973,33883
76436526,33713,32955
76443936,33781,33722
76447513,33333,32957
76451090,33683,32971
76454669,32533,34519
76458245,33250,33927
76461825,33382,34280
76465402,33546,34445
76468980,33922,33548
76472558,34028,33772
76476133,33507,33301
76479710,33355,34172
76483286,32748,33260
76486865,33201,34454
76490441,33671,34558
76494018,33300,33970
76497594,33883,34014
76501173,33271,34262
76504750,33727,34282
76508328,33704,34169
76511904,33282,33988
76515482,32518,34096
76519060,33798,33663
76522637,33249,34016
76529915,32132,34125
76533496,33046,32731
76537075,33603,33994
76540652,32669,34091
76544229,32907,33378
76547806,32774,33723
76551383,33293,33382
76554961,32150,33307
76558539,33525,33160
76562116,33259,33627
76565692,32865,34039
76569271,33173,33122
76572848,33759,33461
76576425,33478,33708
76580004,32365,34108
76583581,32700,34467
76587159,33640,34160
76590736,33677,33959
76594314,33328,34491
76597891,33794,34268
76601469,33453,33772
76605048,32762,34087
76608625,33719,33673
76615888,32778,34252
76619466,32801,34622
76623042,33082,33905
76626620,32942,33447
76630199,33631,32951
76633776,32781,32982
76637353,32392,34152
76640929,33691,33551
76644508,32855,34551
76648087,33890,34155
76651666,33696,33243
76655244,33051,33915
76658821,33700,33393
76662398,33518,33634
76665975,32965,34224
76669553,33785,34186
76673131,33664,34346
76676707,32664,33938
76680284,33894,33858
76683862,32080,34347
76687438,33249,33454
76691015,33025,33956
76694594,33456,33446
76698173,32660,33698
76705600,31512,33897
76709179,33644,33580
76712755,32912,33602
76716333,33589,33593
76719910,33968,34438
76723490,33315,34070
76727069,33581,33699
76730647,33056,32853
76734224,33751,33958
76737802,33535,33069
76741382,33410,34597
76744959,33046,34594
76748539,33281,34157
76752116,33603,34041
76755693,32160,33423
76759271,33709,34029
76762848,32865,34428
76766426,33347,34492
76770004,33297,32955
76773581,33027,33791
76777159,33659,33892
76780736,34005,33579
76784312,32750,33355
76791736,32814,33762
76795312,33640,34108
76798889,32911,34086
76802468,33858,34485
76806044,33615,34037
76809620,32828,33452
76813199,33770,34246
76816775,33249,34474
76820355,33868,34348
76823932,33197,33057
76827511,33220,33857
76831087,33548,34106
76834666,33209,32818
76838244,33204,33756
76841821,33442,34441
76845398,33061,34306
76848974,33380,33134
76852553,33680,33549
76856130,32742,34485
76859706,33166,33437
76863284,33347,34094
76866862,33562,34541
76870437,32841,33489
76877828,33002,33130
76881406,33384,33292
76884984,32998,34054
76888562,33619,33989
76892138,33168,34409
76895715,33307,34609
76899293,33567,34040
76902873,32717,34170
76906452,33227,33738
76910029,33615,34062
76913605,33943,34068
76917185,33629,34002
76920764,33820,33196
76924340,32663,33963
76927917,33607,34010
76931496,33107,33481
76935074,33214,33263
76938652,32024,33764
76942228,33023,33159
76945806,32187,34287
76949382,33440,34816
76952960,33306,33942
76956539,33124,33723
76963926,32686,33491
76967505,33698,34315
76971084,33470,33062
76974663,33625,34297
76978239,33407,34243
76981817,33304,33790
76985394,33618,34418
76988972,33171,34574
76992552,33669,33722
76996130,33538,32296
76999706,32656,33704
77003283,33110,33591
77006862,32728,33936
77010438,33543,34243
77014014,33211,33225
77017593,33516,33261
77021169,32863,33636
77024746,33158,33920
77028324,33985,34490
77031900,32816,33950
77035480,33299,33757
77039058,32975,33611
77042634,33547,33000
77046211,33623,33658
77053641,33559,33561
77057218,32885,34306
77060795,33513,32680
77064372,33512,34085
77067949,33592,34124
77071530,34025,33746
77075106,33593,33677
77078685,32082,34114
77082262,32714,33447
77085837,33473,34028
77089415,33298,33853
77092991,32691,34342
77096571,32803,33337
77100148,33610,34161
77103726,33592,33799
77107303,33560,34482
77110881,33445,34580
77114458,32741,32771
77118035,33643,33528
77121609,34071,34353
77125186,33815,34387
77128764,33585,34173
77132342,33508,33914
77139758,33246,33474
77143335,33114,34375
77146910,33845,34364
77150491,33681,34488
77154066,32940,33687
77157645,33358,33995
77161220,33273,34106
77164798,32313,34347
77168376,32988,34071
77171954,32323,34013
77175532,32891,33898
77179108,33267,34128
77182687,33524,33976
77186263,33381,34103
77189841,33975,34194
77193419,32918,34007
77196995,33561,33956
77200575,33620,34041
77204155,33882,34177
77207732,33602,34137
77211308,33308,34519
77214887,33919,34512
77218463,33801,33722
77225745,34040,33631
77229321,33633,33704
77232898,32505,33784
77236480,33675,33359
77240059,33693,34469
77243635,33405,33798
77247212,33842,34287
77250791,33159,33415
77254369,32755,34377
77257947,33508,34531
77261526,33871,33407
77265103,33547,33551
77268680,32671,33454
77272257,33025,33937
77275834,33892,33594
77279411,33716,34605
77282988,33050,33475
77286568,33530,33985
77290144,34010,34224
77293721,33221,33183
77297299,33760,34040
77300876,33104,34214
77304455,33111,33930
77308030,33123,33932
77315284,33637,33167
77318863,33063,33617
77322441,32541,34187
77326017,31655,34529
77329594,33015,33308
77333171,33026,34591
77336749,33396,34350
77340326,33009,34457
77343902,33622,34298
77347481,33665,33291
77351059,32222,34062
77354637,33093,33136
77358215,33004,33589
77361791,32907,34157
77365370,33497,33952
77368946,33688,34500
77372525,32558,33573
77376103,33077,32704
77379679,33058,34667
77383258,33640,34320
77386834,32200,34116
77390411,33126,33957
77393987,33195,33482
77401406,33630,34158
77404984,33431,34400
77408561,32847,33827
77412138,32537,34249
77415715,33930,34268
77419293,33782,33916
77422873,33187,34643
77426451,33804,34393
77430029,33573,33209
77433605,33103,33159
77437185,32516,33226
77440764,33197,34511
77444342,32892,33054
77447919,33634,34400
77451498,33576,34543
77455077,33209,34293
77458655,32129,33777
77462231,33885,34231
77465808,32081,33711
77469385,33645,34191
77472964,33407,34607
77476542,32131,33704
77480117,33174,34412
77487526,32930,34193
77491103,32766,33683
77494679,33611,33923
77498258,33947,34451
77501834,33284,34589
77505411,33311,34484
77508987,33939,34577
77512567,33512,33063
77516146,33297,34328
77519723,33409,34237
77523299,33172,33934
77526876,33950,33950
77530455,32754,34003
77534030,33445,32589
77537607,33926,34144
77541185,33352,34458
77544764,33994,34500
77548340,33044,34057
77551918,32391,34203
77555496,32654,34150
77559076,32898,33531
77562652,32105,34438
77566229,33167,34025
77573633,32932,33480
77577210,33431,33301
77580788,32591,33693
77584365,33527,34518
77587943,32978,34363
77591522,33804,33402
77595101,33599,34296
77598678,32244,32915
77602257,33747,34295
77605834,33939,33961
77609411,33610,33495
77612988,34041,34342
77616567,33522,34101
77620142,33068,33735
77623719,33063,33785
77627297,33191,33612
77630875,33224,34160
77634452,33893,34367
77638028,32396,34215
77641605,33992,33923
77645185,33924,34093
77648764,33682,33290
77652340,32715,34176
77655917,33190,33584
77663335,33674,32804
77666912,33983,34505
77670492,33168,34522
77674070,33200,34579
77677649,33122,34155
77681226,33764,33926
77684802,32221,32612
77688382,33223,33261
77691960,33173,33078
77695539,33198,33634
77699115,33688,34133
77702693,33285,34055
77706269,33350,33399
77709848,33242,34270
77713424,33686,32810
77717003,33050,33519
77720579,32844,34302
77724158,33596,34674
77727736,33601,34700
77731312,32907,33765
77734890,33634,33878
77738468,33227,33691
77742045,32104,33997
77749458,32917,33871
77753035,33944,33888
77756612,33193,33708
77760188,34039,33508
77763767,32909,32641
77767343,32246,32687
77770920,33900,33927
77774498,33265,34240
77778077,33492,34035
77781654,33194,33002
77785231,33673,33784
77788808,32921,33704
77792384,32468,34165
77795962,33161,33594
77799541,32395,34095
77803118,33895,33750
77806694,33563,33523
77810273,33602,34252
77813851,32272,34241
77817428,33892,34314
77821005,33612,33775
77824579,33474,34494
77828158,32410,33739
77835574,33833,32973
77839150,32254,33904
77842728,33933,33629
77846303,32934,33137
77849881,33792,34560
77853458,32019,34298
77857034,33012,33381
77860611,32937,33643
77864188,34011,33874
77867767,33167,33758
77871344,32398,33961
77874923,33485,34154
77878501,33430,33028
77882080,33603,34347
77885655,33472,33856
77889231,33962,33739
77892808,33023,33137
77896382,32873,33657
77899961,32588,33362
77903539,33442,34379
77907116,32716,33065
77910692,33625,33829
77914269,32831,34310
77921553,32816,33887
77925130,33102,34485
77928706,32891,34113
77932284,33234,34369
77935863,32870,33760
77939441,32974,33896
77943018,33530,33866
77946594,33923,33547
77950173,32942,33599
77953750,33500,32632
77957326,32378,34017
77960903,32395,33852
77964481,32692,33645
77968060,33273,32355
77971637,33853,33972
77975214,32536,33934
77978791,32332,33686
77982370,33831,33618
77985946,33387,34200
77989526,33665,34303
77993103,34016,34113
77996680,33180,34108
78000258,33001,32890
78003834,33102,33635
78011087,32853,33487
78014665,33229,34335
78018240,31910,33454
78021817,33108,34283
78025396,33075,34262
78028972,33417,34247
78032552,33245,32987
78036129,32673,34308
78039706,33295,33829
78043284,33340,33871
78046862,33834,33979
78050441,33389,33616
78054017,32878,33795
78057594,33688,34570
78061168,32857,33925
78064746,33968,34114
78068324,33783,34500
78071901,33508,34276
78075480,33262,33907
78079058,32976,33685
78082634,33725,32717
78086211,33088,34337
78089791,33904,34532
78097203,33986,33531
78100779,33249,34541
78104357,33491,34518
78107933,33079,33767
78111511,33706,33925
78115087,33660,34582
78118666,33329,33040
78122245,31920,33107
78125824,33429,34083
78129402,33387,33869
78132980,32890,32645
78136558,32785,34030
78140134,33612,33559
78143711,33662,32723
78147287,33975,34370
78150865,32639,34118
78154443,33595,33400
78158019,32863,33787
78161596,33995,33357
78165175,33338,33417
78168753,33329,33197
78172333,32999,33329
78175910,32684,34450
78183333,32984,33502
78186910,33198,34170
78190491,33136,34527
78194066,33628,33931
78197644,33263,34529
78201221,32893,33496
78204798,32804,33090
78208377,33600,34540
78211955,33946,33952
78215533,33704,33711
78219110,33599,34631
78222688,32871,34414
78226266,33209,34186
78229844,32791,33902
78233420,32672,34423
78236997,33118,34252
78240578,33322,33560
78244158,32560,32531
78247735,33080,33536
78251312,33321,33289
78254889,33991,34086
78258467,33903,34040
78262043,33156,34596
78265620,33495,34571
78273019,33506,34099
78276596,33147,33874
78280175,33808,33681
78283753,33623,33613
78287329,32464,33968
78290906,32974,34463
78294484,33719,33309
78298062,33294,34108
78301637,34064,33942
78305214,33080,33474
78308791,33097,33515
78312369,33308,33701
78315947,33256,34049
78319526,33328,33225
78323103,33530,34375
78326679,33846,34265
78330257,32774,34585
78333834,33114,34044
78337411,33482,33879
78340988,33200,33948
78344568,33746,34214
78348144,33603,32423
78351721,33190,34561
78359115,33142,34397
78362692,33794,34354
78366271,33486,34256
78369848,33491,34187
78373425,33896,33512
78377002,32921,34397
78380579,33121,34332
78384156,33940,33131
78387732,33607,34330
78391310,32732,34184
78394890,33074,32898
78398468,33091,33173
78402048,33017,34393
78405622,32860,33922
78409201,33017,34132
78412777,32013,34083
78416355,32868,34424
78419933,32619,32855
78423511,34022,34150
78427087,32456,34308
78430666,32636,34047
78434244,33430,34708
78437821,33638,33887
78445259,32667,33442
78448836,33414,33866
78452411,33631,34009
78455988,32911,34185
78459567,33460,33863
78463144,33611,32378
78466720,33444,34314
78470299,33872,34527
78473876,33762,33505
78477455,32592,33240
78481033,33779,33718
78484609,33062,33969
78488186,33003,33675
78491764,33138,33291
78495342,33613,33535
78498920,32798,32186
78502498,33202,33569
78506077,32994,33879
78509654,33339,34083
78513231,33082,34211
78516808,32555,34454
78520383,34041,34176
78523961,32889,34365
78531370,33562,33378
78534946,33346,33777
78538526,33676,34209
78542103,32995,33857
78545680,33132,34226
78549259,32997,34004
78552836,33762,33900
78556413,32737,34404
78559990,33493,33918
78563570,33159,33583
78567147,33874,34587
78570726,33080,34286
78574303,32747,33529
78577881,33277,34526
78581458,32395,33323
78585035,33143,34444
78588612,32446,34453
78592188,33148,33847
78595767,33308,33782
78599343,33225,34482
78602920,33069,33300
78606498,33801,34301
78610077,33607,33665
78613655,33639,33210
78620932,33770,33840
78624511,33618,34265
78628088,33145,34683
78631667,32396,33435
78635244,33518,33168
78638821,32632,34216
78642398,32872,34663
78645974,33182,34396
78649553,33839,34005
78653130,33578,34010
78656706,33162,33647
78660284,33483,34260
78663862,33095,34228
78667440,33664,34303
78671018,33582,33499
78674594,32772,33971
78678173,33636,34266
78681750,32932,34014
78685325,33583,33677
78688902,33411,33709
78692480,32828,33359
78696059,33524,34449
78699635,33952,33961
78706893,33950,34503
78710472,33673,34629
78714049,33153,33407
78717626,32947,33449
78721203,32913,33687
78724779,33611,34170
78728357,34043,34190
78731933,33314,33281
78735511,33114,33555
78739087,33077,33898
78742666,33389,34052
78746244,33109,34274
78749821,33648,34145
78753398,33853,33276
78756974,33372,33886
78760553,33509,33998
78764130,33026,34551
78767706,33736,34301
78771284,33420,33557
78774862,32962,33628
78778437,33750,33974
78782013,32822,34188
78785592,33185,33405
78793013,33744,34068
78796592,33418,33259
78800171,33218,34382
78803749,33510,34611
78807327,33747,34617
78810905,33528,33639
78814482,33390,34017
78818060,32854,33872
78821638,33139,34025
78825215,32337,33731
78828791,33958,34262
78832370,34159,33787
78835947,33434,34071
78839526,33790,33743
78843103,33697,34228
78846679,33211,34206
78850258,33368,33515
78853835,32532,33500
78857411,33572,34489
78860988,32953,34303
78864567,33250,34259
78868146,33597,32596
78871723,33470,34520
78879153,32290,33660
78882729,32752,33878
78886306,32494,33286
78889885,33721,34126
78893463,33592,33585
78897040,33062,33580
78900616,32929,34560
78904195,32865,33872
78907775,33114,34122
78911353,33436,33701
78914929,33165,33238
78918508,33792,32772
78922087,32388,33467
78925665,33451,34474
78929244,33907,34124
78932820,33560,33143
78936397,34082,34242
78939974,33576,33333
78943553,33566,34524
78947130,33756,34411
78950706,33531,33701
78954284,33020,33851
78957862,33388,32961
78961441,33600,34345
78968837,32882,34165
78972413,32813,34592
78975989,33954,33497
78979570,32824,34327
78983146,33982,34147
78986722,33315,34074
78990299,32870,33919
78993876,33707,34408
78997454,33160,33800
79001031,33132,32696
79004607,33548,33967
79008186,33297,33846
79011764,32220,33516
79015341,33198,34092
79018918,33376,34191
79022496,33348,33303
79026075,33489,34106
79029652,33005,33447
79033227,32870,33974
79036804,34038,34464
79040382,33671,34194
79043961,33297,34394
79047539,32400,33767
79054929,33080,33761
79058507,33990,33491
79062087,33797,33489
79065665,33352,34389
79069240,32693,33219
79072816,33356,33535
79076396,33411,33818
79079972,33132,33673
79083552,33628,33628
79087130,33125,34495
79090706,33446,34170
79094284,33497,33926
79097862,32550,34469
79101441,33184,34134
79105017,33937,33700
79108594,33739,33807
79112173,33639,34139
79115750,33324,33055
79119327,33989,32984
79122905,33662,33850
79126483,32579,34112
79130062,32685,34487
79133639,33448,34075
79141055,32058,33973
79144631,33612,33925
79148209,33620,34137
79151787,33994,33384
79155364,34019,33297
79158942,33282,33547
79162520,33621,33786
79166099,32528,34594
79169677,33853,34325
79173255,33910,34547
79176834,32713,33253
79180411,33440,33771
79183987,34028,34071
79187568,32844,34261
79191144,33012,33395
79194721,32872,34678
79198299,33256,33921
79201876,33021,33666
79205454,33785,33700
79209031,32771,33923
79212607,33964,33928
79216185,32975,34189
79219764,33590,34443
79223340,33868,34164
79230754,32875,33922
79234331,33191,34530
79237908,31959,33332
79241488,33844,33314
79245065,33647,33707
79248642,32755,33019
79252218,32531,33533
79255794,33574,34009
79259372,32441,33675
79262949,32701,34354
79266530,33396,34063
79270105,33370,33410
79273682,33088,33219
79277258,33567,33854
79280834,32872,33933
79284411,32833,33930
79287987,33451,32387
79291567,34139,34154
79295146,33365,34269
79298722,33110,33986
79302299,34046,33018
79305876,33409,32721
79309454,32881,34346
79316733,33328,34052
79320310,33543,33669
79323889,32768,33756
79327468,32498,33463
79331044,33093,34500
79334621,33328,34289
79338199,32382,33218
79341775,33166,34019
79345353,33683,34245
79348929,32839,33912
79352508,33126,33893
79356087,33641,33906
79359665,33762,33316
79363245,33003,33493
79366821,33651,34074
79370398,33628,33628
79373974,33119,33189
79377553,32556,34145
79381130,33539,33684
79384706,33639,32879
79388284,33528,34028
79391862,32718,34093
79395438,33027,33420
79402700,33210,34088
79406278,33399,34590
79409856,33803,32904
79413433,33583,33930
79417010,33215,33691
79420588,32600,32409
79424165,33273,34389
79427745,33728,33750
79431322,33245,34338
79434899,32211,33671
79438480,33572,34497
79442059,33174,33739
79445635,33295,33702
79449213,33586,34501
79452791,34052,34440
79456370,33343,33821
79459946,33693,33608
79463526,33465,33364
79467103,33383,34450
79470679,33366,34562
79474257,32867,33936
79477834,32725,34626
79481411,32489,33717
79488826,32580,33600
79492404,32652,33977
79495982,32401,33098
79499561,33216,34131
79503138,32825,34165
79506715,33696,34088
79510293,33551,33910
79513873,33435,34466
79517453,33778,34212
79521029,33997,34353
79524606,33260,33286
79528185,33542,33328
79531763,33252,33328
79535340,33171,33939
79538918,33276,34072
79542496,33279,34581
79546076,33922,33642
79549652,34027,33624
79553227,32861,33500
79556804,33540,34219
79560382,33723,34354
79563961,32626,33972
79567540,33251,33291
79571116,32467,34469
79579480,32854,32825
79583059,32337,33512
79586635,33611,34376
79590212,33257,34102
79593791,33512,33867
79597369,33841,34577
79600946,33168,34372
79604526,32940,32448
79608103,33622,34436
79611680,33244,33625
79615258,32722,33816
79618834,33299,34309
79622411,33428,34489
79625988,33539,33919
79629568,33530,33911
79633146,33617,34211
79636723,33970,33431
79640299,32839,34078
79643876,33308,33819
79647454,33965,34000
79651030,33223,32993
79654607,33921,33569
79658185,33592,33595
79665588,33380,33733
79669165,33891,33915
79672744,33425,34462
79676318,32960,32573
79679895,32957,34161
79683475,33587,33615
79687055,33961,33754
79690632,33788,33845
79694209,33203,33233
79697788,32876,34264
79701368,33603,34230
79704946,32576,34349
79708524,33296,34273
79712103,32769,33414
79715679,32799,34615
79719257,33271,33721
79722834,33762,33400
79726411,33313,34164
79729988,32510,34127
79733568,33031,32926
79737144,33012,33602
79740721,33299,33074
79744299,33387,33479
79751750,33927,34218
79755327,33871,33857
79758904,33919,33320
79762482,34046,34088
79766060,33665,33607
79769637,33444,34043
79773215,32490,33466
79776791,34075,34443
79780369,33870,34014
79783946,32248,33501
79787526,32684,33457
79791103,33909,34365
79794680,33629,34394
79798258,33515,33986
79801834,32596,34546
79805411,33622,34003
79808988,32543,34227
79812569,32602,33588
79816146,32928,33645
79819723,33910,34212
79823300,32931,33841
79826876,33036,33705
79830455,33992,34035
79837870,32799,34213
79841450,32017,34584
79845027,33513,33753
79848604,33869,34576
79852182,33322,34101
79855758,33248,33949
79859335,33198,34328
79862912,33604,33846
79866492,32845,33740
79870070,33954,34140
79873649,33482,34729
79877225,32057,33529
79880802,33262,33501
79884382,33619,34169
79887961,33172,34582
79891539,33335,34082
79895116,33554,34142
79898693,33373,33931
79902272,33038,34188
79905849,33076,33611
79909426,33133,33609
79913005,33719,34484
79916581,34080,34170
79920159,33077,34322
79927593,33601,33874
79931171,32744,34609
79934749,32613,33975
79938326,33197,32342
79941903,32561,33576
79945481,33423,34227
79949061,33778,34268
79952638,33795,33974
79956215,33039,33772
79959791,33155,33401
79963370,33617,34480
79966946,32220,34572
79970526,33440,33600
79974103,33315,33810
79977680,32896,33330
79981257,33996,34515
79984834,32888,34461
79988411,31969,34053
79991988,32508,34043
79995569,33499,34292
79999146,33562,33727
80002723,32907,34362
80006299,33543,33127
80013578,32863,33988
80017156,33498,34004
80020732,32494,34100
80024309,32509,32864
80027887,33358,33083
80031464,33313,34139
80035040,33098,34050
80038617,33915,32939
80042196,33553,34213
80045775,33628,33895
80049353,33394,33373
80052929,32881,34192
80056508,33864,33844
80060087,32500,33357
80063665,32928,33408
80067244,33795,32656
80070820,33406,33999
80074398,32581,33912
80077974,33312,33893
80081553,33185,33857
80085130,32916,34118
80088706,32531,34365
80092284,33863,33934
80099539,33515,32830
80103116,33497,33302
80106693,32957,33570
80110272,32910,33849
80113848,33886,34148
80117424,32795,34418
80121002,33691,33159
80124579,33008,34266
80128157,33559,34119
80131736,33570,33879
80135312,33620,34227
80138889,33608,34156
80142467,33910,34047
80146044,32496,34371
80149620,33452,33565
