Inter-sample gap (us): 50
Inter-average gap (us): 500
Samples averaged: 20
Format: micros(), A0, A1 
69794314,33322,34504
69796891,33153,33896
69799470,33599,33064
69802048,32316,34332
69804624,33354,34484
69807201,32885,33470
69809778,33282,33724
69812357,33742,32525
69818793,33858,33469
69821372,32578,34497
69823950,32443,34223
69826531,32598,33935
69829108,32694,33649
69831687,33859,33511
69834263,33255,34392
69836841,33342,34637
69839419,33268,33669
69841995,33938,34523
69844576,32672,33976
69847155,32804,33971
69849731,33228,33428
69852308,32178,32871
69854887,33239,33801
69857464,33660,33555
69860040,33672,33265
69862617,33462,34136
69865196,32972,33944
69867775,33110,34137
69870354,32960,34395
69872933,33348,34424
69875511,32854,33932
69881973,33922,34059
69884553,33823,34563
69887130,33834,33775
69889708,33072,33135
69892284,33352,33157
69894863,32687,34565
69897441,34008,34790
69900018,33629,33606
69902595,33593,33809
69905173,33978,33790
69907750,33080,33740
69910327,33019,33477
69912904,33515,33815
69915483,33006,33867
69918062,33587,33612
69920638,33398,34106
69923215,33039,34026
69925792,33416,33458
69928370,33478,33876
69930947,33509,34637
69933526,33606,34232
69936103,33913,34272
69938680,32544,34524
69941257,32802,33133
69947715,33525,33721
69950294,32646,33795
69952873,32986,32775
69955453,33493,33975
69958029,33536,33786
69960605,33084,34480
69963185,33720,34483
69965764,33187,34568
69968342,32952,34188
69970919,33757,34338
69973498,33307,34486
69976077,32449,34009
69978655,33549,34103
69981232,33363,33363
69983808,33120,34400
69986386,33618,33684
69988964,32505,33257
69991543,33583,34432
69994120,33140,34292
69996696,33303,34368
69999275,32647,34267
70001852,33395,33230
70004431,33594,34535
70010888,33579,34077
70013466,33497,33834
70016044,32237,33969
70018621,32268,34244
70021200,33087,33754
70023776,33164,34029
70026353,33646,33009
70028929,32882,33848
70031508,33437,33618
70034087,33236,34086
70036666,33852,34518
70039244,32984,34222
70041821,33421,34165
70044398,33429,33642
70046975,32968,34053
70049553,33364,34553
70052130,32504,34096
70054708,32913,34254
70057284,33494,33721
70059862,33460,34169
70062441,33793,34278
70065018,33491,34508
70067595,33579,34183
70073913,33956,34042
70076494,34004,33388
70079070,33638,33678
70081649,33348,33948
70084226,32342,34118
70086803,32693,33945
70089382,33906,33818
70091961,32735,34452
70094539,33288,34301
70097116,33934,34008
70099692,33205,33664
70102271,33291,33726
70104848,33495,34350
70107426,33286,33595
70110004,33688,34192
70112581,33407,33975
70115160,33557,34067
70117737,33740,33288
70120314,33741,33352
70122891,33545,33853
70125469,32833,33371
70128048,32579,34178
70130625,32776,34172
70136926,33847,34266
70139505,34074,33719
70142083,33964,33989
70144660,32606,33130
70147237,32157,33787
70149813,33174,33932
70152392,33881,34104
70154972,32905,33725
70157552,33293,32971
70160129,33119,34636
70162706,33156,34274
70165284,33018,33103
70167863,32560,33770
70170441,33151,34074
70173018,33752,33846
70175595,32996,33397
70178173,33048,34164
70180750,33436,34230
70183327,33670,33734
70185904,32687,33504
70188483,33891,34394
70191062,33929,33764
70193639,33439,33526
70196216,33952,33740
70202721,34011,34217
70205299,33298,33654
70207876,33706,33929
70210454,32492,33320
70213031,32359,34322
70215607,33243,34148
70218185,33711,34454
70220764,33278,34304
70223340,33882,32807
70225917,32932,33971
70228496,33689,33724
70231076,33912,33837
70233654,33036,34341
70236231,33245,33806
70238808,33726,34243
70241385,33647,34159
70243964,33342,33858
70246542,33133,34587
70249119,33257,33669
70251696,33164,34113
70254276,33113,33611
70256852,33205,33465
70259428,33374,33795
70265940,33939,33996
70268518,33602,34054
70271096,33842,33293
70273677,33452,34101
70276255,33015,33426
70278834,33895,33651
70281411,32917,33489
70283988,33112,33337
70286568,33263,34106
70289146,33864,34058
70291723,33617,33452
70294301,32104,33601
70296878,32873,34022
70299455,33299,34142
70302032,33125,32519
70304609,33188,33404
70307186,32811,33433
70309764,33287,34093
70312342,33032,33721
70314919,33812,33100
70317498,32992,34482
70320077,33277,33707
70322654,33010,33658
70329153,33707,33665
70331730,33881,33245
70334306,33755,33385
70336885,33057,34029
70339463,33599,33985
70342040,32422,33016
70344617,33234,33533
70347196,33900,33280
70349775,33581,34129
70352353,33278,33676
70354930,33182,33918
70357509,33816,33968
70360087,33290,34056
70362665,32797,33857
70365244,32810,34396
70367821,33751,33790
70370398,33290,33999
70372974,32807,33893
70375553,33321,34606
70378131,32778,33361
70380708,33569,33187
70383285,33797,34091
70385863,33514,33707
70388441,33139,33687
70394940,33855,33956
70397519,32898,34288
70400099,33003,34477
70402677,32579,33426
70405255,33056,33893
70407833,33655,34288
70410409,33264,33361
70412988,33724,33288
70415568,33950,34385
70418146,33711,33927
70420723,33379,34245
70423300,32441,34222
70425876,32337,33850
70428454,32539,34587
70431031,33163,34562
70433607,33497,33991
70436185,33510,33675
70438764,33293,33074
70441343,33447,33709
70443920,32926,34338
70446498,33382,34240
70449077,33820,33942
70451655,33343,33565
70458112,33471,34168
70460690,32912,33648
70463267,32770,34432
70465845,32528,34173
70468422,33796,33703
70471001,32902,33337
70473579,32535,34339
70476158,33624,34549
70478736,32307,33933
70481314,33244,33283
70483891,33623,34590
70486469,33379,34639
70489048,32332,33779
70491624,33804,33093
70494201,33421,34142
70496778,32108,34412
70499357,34010,34391
70501934,33752,33157
70504513,32924,34067
70507091,33726,32600
70509670,33115,33878
70512246,32563,34593
70514824,32968,34244
70521280,33250,34062
70523859,33059,34607
70526437,32883,34063
70529014,33851,33844
70531593,32935,34113
70534171,32660,34174
70536750,32797,34223
70539326,33375,34515
70541903,32973,32071
70544481,33482,33810
70547060,34032,34141
70549638,33301,33907
70552215,33548,33767
70554791,33156,34151
70557370,33329,34476
70559946,33682,33492
70562526,33556,33583
70565103,32394,34466
70567679,32715,33376
70570257,33444,34089
70572834,33438,34182
70575411,32601,33992
70577988,32888,34269
70584303,33300,34064
70586881,33057,34315
70589458,33182,32436
70592035,32841,33458
70594612,32986,34389
70597188,33396,33469
70599767,33770,32756
70602344,32581,33941
70604923,33424,33285
70607501,33748,33944
70610079,33533,33685
70612656,33813,34170
70615235,33546,33352
70617812,33426,33467
70620391,33331,34465
70622972,33911,32875
70625552,32515,34132
70628129,33908,34572
70630706,33162,33466
70633284,33613,34362
70635863,32378,32258
70638441,33444,33576
70641018,33540,33738
70643595,32661,33108
70649955,33178,33502
70652533,32840,34183
70655110,33574,34019
70657689,33961,33681
70660267,33397,32955
70662845,33235,33817
70665422,33825,33819
70668001,31799,33433
70670578,33813,34197
70673156,33286,33915
70675734,33350,34131
70678311,33131,33229
70680890,33587,34020
70683467,33583,34176
70686044,33643,33778
70688621,33332,33762
70691200,33761,34413
70693777,32966,33850
70696355,33575,33781
70698933,33010,34189
70701511,32767,34087
70704088,32904,34113
70706667,33749,34461
70713118,33205,33443
70715695,33670,34542
70718274,32857,34008
70720851,32542,34016
70723428,33599,34120
70726005,33812,32943
70728581,33664,33702
70731159,33319,34251
70733736,33237,33810
70736312,33277,34653
70738890,33624,33833
70741468,33982,33756
70744045,33686,32836
70746622,33918,33746
70749201,32941,33379
70751778,33685,34343
70754357,33266,33214
70756933,33497,33534
70759511,33152,33142
70762088,33376,33912
70764666,33268,34011
70767245,33055,33503
70769821,33686,34546
70776276,33460,33843
70778852,33156,33933
70781432,32741,32975
70784009,33980,34023
70786586,33150,34278
70789163,32632,34000
70791740,32890,34288
70794316,33190,34121
70796893,32761,32250
70799472,33596,34258
70802049,33283,33716
70804628,31827,33125
70807205,31928,34126
70809784,32580,34060
70812361,33200,33681
70814939,32810,33031
70817518,33161,34012
70820097,32962,34107
70822676,33308,33860
70825255,33501,34306
70827834,33805,34143
70830409,33038,33946
70832988,32470,34290
70839432,33944,33724
70842009,32627,34106
70844587,32837,33330
70847164,33661,34321
70849740,33470,34294
70852316,32023,33748
70854893,32789,34144
70857475,33172,33882
70860052,33318,34010
70862630,31930,33663
70865207,33282,33709
70867785,33723,34184
70870361,32874,33168
70872940,33845,33597
70875519,34036,34401
70878098,32812,33600
70880677,33122,33799
70883255,32548,34372
70885834,33689,33383
70888411,32877,34529
70890988,33291,34283
70893569,33151,34228
70896146,32895,34131
70898723,33332,34322
70905160,32400,34460
70907737,33281,34480
70910314,32613,34393
70912891,33074,33203
70915470,32885,33951
70918047,33165,34162
70920624,33213,34054
70923201,33582,33878
70925778,32579,33976
70928357,32581,33451
70930932,33277,33844
70933511,33378,34037
70936087,33270,33313
70938666,32658,34097
70941244,33463,34195
70943821,33582,33745
70946398,32498,34017
70948975,32969,33584
70951553,32956,33743
70954130,33593,34139
70956707,33739,34124
70959284,32673,33064
70961863,32841,33603
70968316,32861,33277
70970893,32618,33933
70973472,32066,33738
70976049,33124,34215
70978628,33626,33751
70981205,31538,33850
70983784,32855,33873
70986360,32003,34509
70988939,33813,33235
70991518,33994,34388
70994097,34011,33806
70996677,33632,34270
