Inter-sample gap (us): 50
Inter-average gap (us): 500
Samples averaged: 20
Format: micros(), A0, A1 
44398910,6268,6510
44401528,6508,6494
44404118,6286,6492
44406710,6360,6560
44409304,6224,6582
44411894,6284,6440
44414483,6244,6508
44417073,6228,6422
44419664,6356,6372
44422250,6376,6456
44424843,6368,6402
44427431,6410,6388
44430022,6490,6364
44432615,6370,6560
44435202,6454,6510
44437793,6452,6496
44440381,6372,6406
44442971,6228,6600
44445556,6232,6538
44448143,6458,6420
44450735,6222,6494
44453324,6346,6526
44455917,6302,6580
44458510,6424,6468
44461102,6264,6360
44463693,6464,6430
44466281,6250,6578
44468906,6430,6382
44471492,6320,6538
44474084,6444,6402
44476677,6542,6342
44479265,6388,6400
44481856,6450,6424
44484445,6252,6452
44487036,6366,6434
44489627,6314,6462
44492215,6386,6454
44494810,6394,6368
44497403,6294,6618
44499995,6426,6534
44502589,6446,6558
44505178,6400,6504
44507771,6382,6444
44510362,6324,6564
44512952,6198,6530
44515543,6276,6558
44518134,6276,6488
44520723,6672,6442
44523311,6440,6482
44525904,6464,6566
44528495,6314,6392
44531085,6280,6292
44533705,6270,6492
44536297,6408,6468
44538885,6302,6636
44541476,6426,6488
44544065,6340,6444
44546655,6202,6434
44549247,6216,6420
44551839,6350,6498
44554431,6212,6438
44557023,6596,6444
44559614,6384,6452
44562206,6170,6490
44564796,6502,6438
44567388,6300,6372
44569978,6218,6568
44572571,6268,6624
44575160,6320,6610
44577755,6268,6566
44580342,6334,6362
44582931,6348,6442
44585523,6470,6440
44588111,6288,6534
44590703,6506,6452
44593292,6406,6550
44595882,6272,6480
44598470,6318,6416
44650001,6796,7188
44652591,6276,6446
44655181,6304,6448
44657773,6332,6390
44660368,6302,6490
44662957,6394,6304
44665548,6326,6502
44668142,6274,6448
44670733,6292,6284
44673324,6286,6482
44675918,6260,6552
44678506,6262,6366
44681099,6184,6566
44683688,6366,6350
44686277,6298,6378
44688867,6352,6456
44691454,6326,6598
44694041,6274,6462
44696632,6262,6394
44699221,6296,6528
44701811,6534,6376
44704402,6288,6310
44706992,6460,6478
44709585,6474,6566
44712175,6420,6440
44714764,6208,6274
44717384,6440,6558
44719974,6378,6474
44722564,6276,6428
44725154,6220,6566
44727749,6498,6454
44730340,6444,6576
44732928,6474,6384
44735519,6382,6730
44738109,6448,6330
44740699,6298,6594
44743288,6298,6506
44745878,6462,6772
44748467,6288,6528
44751056,6290,6558
44753649,6362,6778
44756240,6374,6546
44758829,6374,6618
44761422,6216,6454
44764012,6534,6552
44766605,6328,6508
44769199,6370,6490
44771787,6482,6558
44774376,6398,6554
44776970,6474,6444
44779559,6406,6300
44782181,6394,6478
44784774,6194,6630
44787368,6252,6510
44789963,6352,6442
44792554,6334,6312
44795145,6326,6302
44797736,6342,6562
44800325,6350,6512
44802917,6202,6468
44805507,6246,6622
44808099,6324,6478
44810695,6346,6520
44813284,6264,6576
44815872,6322,6548
44818461,6218,6524
44821050,6352,6328
44823640,6292,6388
44826230,6462,6462
44828822,6266,6506
44831414,6446,6520
44834006,6246,6370
44836596,6396,6378
44839185,6496,6464
44841774,6302,6392
44844367,6270,6538
44846956,6258,6458
44849578,6330,6362
44852169,6470,6510
44854758,6348,6308
44857349,6298,6430
44859941,6338,6408
44862528,6398,6456
44865121,6318,6506
44867710,6288,6306
44870301,6438,6376
44872892,6218,6458
44875481,6328,6390
44878074,6594,6370
44880660,6388,6290
44883253,6506,6442
44885844,6280,6606
44888434,6448,6464
44891026,6426,6422
44893617,6450,6526
44896207,6598,6356
44898795,6538,6522
44901384,6316,6584
44903976,6362,6370
44906569,6200,6354
44909161,6222,6652
44911751,6254,6388
44914377,6418,6446
44916964,6200,6306
44919556,6364,6590
44922143,6464,6488
44924732,6296,6588
44927320,6398,6540
44929912,6426,6338
44932503,6314,6436
44935097,6468,6508
44937683,6226,6460
44940272,6294,6394
44942858,6388,6528
44945447,6358,6356
44948038,6266,6386
44950629,6292,6724
44953219,6280,6560
44955810,6336,6518
44958402,6304,6602
44960994,6288,6414
44963586,6508,6370
44966176,6402,6374
44968764,6224,6448
44971353,6380,6528
44973946,6358,6448
44976536,6402,6610
44979126,6288,6370
44981747,6186,6412
44984339,6186,6618
44986929,6304,6608
44989524,6524,6666
44992111,6320,6438
44994705,6318,6536
44997294,6210,6366
44999886,6298,6480
45002477,6272,6328
45005066,6380,6442
45007661,6234,6654
45010253,6478,6476
45012844,6202,6462
45015440,6210,6496
45018027,6296,6550
45020619,6332,6564
45023206,6332,6476
45025796,6320,6624
45028385,6428,6470
45030978,6296,6434
45033568,6172,6440
45036157,6326,6498
45038748,6466,6416
45041337,6304,6546
45043929,6436,6370
45046520,6272,6432
45049142,6354,6368
45051736,6442,6500
45054326,6430,6410
45056918,6320,6462
45059507,6556,6530
45062096,6312,6452
45064689,6428,6510
45067279,6482,6364
45069871,6356,6456
45072462,6304,6530
45075055,6208,6448
45077643,6316,6322
45080236,6248,6408
45082823,6362,6360
45085413,6412,6488
45088007,6410,6484
45090597,6210,6460
45093184,6394,6426
45095773,6352,6450
45098362,6254,6294
45100953,6430,6492
45103543,6414,6500
45106135,6392,6334
45108728,6276,6458
45111320,6286,6502
45113943,6410,6676
45116529,6228,6384
45119119,6372,6436
45121704,6412,6394
45124296,6296,6582
45126891,6392,6446
45129482,6386,6510
45132073,6310,6364
45134664,6448,6374
45137256,6492,6632
45139849,6190,6756
45142439,6250,6462
45145032,6450,6404
45147624,6238,6482
45150212,6394,6324
45152803,6240,6426
45155391,6378,6508
45157983,6274,6550
45160576,6326,6378
45163169,6336,6698
45165758,6446,6500
45168352,6294,6430
45170942,6376,6512
45173534,6504,6378
45176125,6486,6362
45178714,6216,6666
45230345,6664,6992
45232938,6282,6506
45235530,6358,6578
45238118,6252,6404
45240710,6416,6522
45243304,6274,6538
45245893,6302,6428
45248487,6256,6406
45251080,6214,6568
45253669,6390,6286
45256259,6398,6510
45258848,6224,6610
45261438,6300,6584
45264029,6474,6440
45266621,6366,6442
45269211,6434,6464
45271801,6312,6508
45274391,6390,6540
45276983,6444,6588
45279576,6266,6554
45282166,6294,6408
45284758,6428,6388
45287349,6328,6596
45289941,6416,6696
45292530,6294,6494
45295150,6292,6446
45297742,6360,6364
45300334,6420,6402
45302926,6334,6468
45305515,6232,6570
45308107,6284,6640
45310696,6414,6406
45313286,6226,6466
45315869,6532,6386
45318461,6348,6496
45321053,6402,6726
45323642,6298,6422
45326230,6372,6522
45328822,6244,6458
45331415,6406,6450
45334004,6380,6488
45336595,6278,6622
45339186,6204,6418
45341777,6304,6488
45344368,6458,6446
45346954,6302,6296
45349545,6382,6554
45352135,6464,6414
45354729,6364,6680
45357323,6422,6460
45359914,6278,6524
45362537,6304,6456
45365126,6318,6530
45367716,6266,6482
45370308,6504,6578
45372897,6514,6468
45375492,6334,6796
45378081,6294,6344
45380673,6334,6390
45383263,6342,6358
45385855,6440,6604
45388449,6208,6396
45391043,6430,6314
45393633,6402,6370
45396224,6216,6442
45398816,6194,6358
45401407,6278,6430
45403997,6258,6528
45406587,6272,6398
45409177,6262,6504
45411769,6398,6432
45414360,6204,6422
45416954,6420,6582
45419547,6406,6580
45422135,6404,6396
45424726,6458,6314
45427317,6282,6502
45429938,6290,6486
45432531,6246,6476
45435120,6342,6540
45437710,6272,6350
45440304,6358,6640
45442892,6240,6450
45445484,6352,6494
45448077,6356,6428
45450666,6292,6506
45453262,6316,6462
45455852,6384,6408
45458440,6234,6544
45461031,6332,6374
45463619,6544,6368
45466208,6308,6432
45468798,6336,6396
45471389,6464,6382
45473984,6386,6376
45476577,6346,6442
45479168,6382,6620
45481759,6390,6274
45484352,6204,6500
45486941,6228,6398
45489532,6288,6440
45492122,6386,6536
45494743,6408,6392
45497334,6322,6578
45499923,6280,6652
45502514,6422,6456
45505102,6320,6538
45507694,6496,6418
45510286,6352,6484
45512876,6266,6442
45515464,6262,6446
45518051,6370,6318
45520642,6502,6374
45523232,6308,6510
45525821,6246,6544
45528410,6368,6356
45531000,6282,6364
45533593,6496,6430
45536186,6484,6512
45538774,6410,6448
45541365,6414,6612
45543957,6230,6616
45546548,6318,6354
45549137,6300,6486
45551730,6436,6368
45554325,6292,6554
45556916,6270,6478
45559507,6378,6502
45562125,6178,6598
45564718,6264,6692
45567310,6514,6588
45569903,6262,6316
45572494,6360,6372
45575081,6470,6416
45577671,6210,6494
45580261,6334,6364
45582850,6376,6424
45585437,6210,6386
45588025,6392,6484
45590614,6362,6430
45593201,6460,6602
45595791,6352,6604
45598381,6510,6542
45600974,6278,6526
45603566,6342,6550
45606156,6232,6474
45608746,6286,6328
45611335,6226,6658
45613929,6260,6418
45616516,6352,6388
45619108,6486,6500
45621701,6224,6430
45624294,6208,6608
45626921,6268,6470
45629513,6260,6320
45632103,6218,6482
45634695,6332,6406
45637284,6452,6380
45639876,6190,6400
45642469,6372,6480
45645060,6280,6498
45647651,6214,6632
45650240,6586,6392
45652831,6606,6588
45655420,6208,6480
45658012,6274,6612
45660604,6340,6460
45663195,6238,6618
45665789,6262,6586
45668380,6294,6634
45670967,6214,6408
45673557,6456,6476
45676150,6342,6396
45678742,6390,6494
45681334,6344,6426
45683924,6378,6444
45686513,6376,6510
45689101,6316,6464
45691691,6246,6552
45694311,6368,6506
45696899,6226,6584
45699492,6494,6456
45702079,6304,6392
45704669,6304,6626
45707261,6288,6582
45709855,6346,6360
45712443,6468,6506
45715031,6280,6428
45717622,6552,6410
45720211,6312,6402
45722804,6276,6448
45725394,6216,6442
45727985,6366,6444
45730575,6344,6666
45733164,6644,6386
45735753,6316,6526
45738346,6432,6424
45740938,6408,6520
45743527,6482,6504
45746114,6248,6324
45748704,6304,6488
45751294,6364,6524
45753885,6298,6438
45756479,6442,6620
45759070,6224,6626
45810719,6866,7282
45813310,6240,6458
45815903,6266,6422
45818494,6206,6434
45821088,6250,6588
45823679,6214,6552
45826270,6348,6478
45828862,6196,6486
45831452,6376,6374
45834046,6482,6294
45836637,6316,6694
45839230,6248,6504
45841823,6174,6520
45844414,6370,6452
45847007,6300,6520
45849597,6318,6372
45852191,6428,6338
45854781,6236,6458
45857372,6516,6526
45859965,6362,6380
45862552,6304,6372
45865143,6258,6416
45867736,6280,6416
45870330,6204,6508
45872922,6334,6584
45875542,6232,6468
45878138,6278,6556
45880730,6396,6516
45883318,6420,6522
45885906,6390,6510
45888495,6206,6450
45891086,6308,6362
45893674,6334,6392
45896263,6388,6648
45898854,6286,6654
45901445,6280,6644
45904036,6284,6600
45906628,6380,6460
45909218,6238,6648
45911810,6306,6716
45914403,6298,6556
45916995,6238,6556
45919583,6316,6452
45922174,6306,6592
45924766,6360,6388
45927357,6270,6576
45929946,6182,6392
45932538,6340,6362
45935128,6322,6644
45937720,6430,6550
45940313,6356,6446
45942939,6302,6526
45945529,6398,6278
45948119,6270,6840
45950710,6262,6370
45953301,6364,6642
45955890,6214,6472
45958482,6494,6332
45961072,6606,6404
45963664,6476,6554
45966256,6338,6468
45968844,6306,6464
45971436,6302,6440
45974025,6354,6560
45976618,6336,6622
45979208,6314,6370
45981803,6546,6492
45984389,6296,6438
45986979,6284,6526
45989573,6336,6530
45992165,6318,6460
45994755,6546,6380
45997347,6426,6440
45999938,6202,6388
46002530,6246,6526
46005124,6396,6640
46007744,6286,6480
46010334,6340,6632
46012926,6354,6588
46015515,6280,6570
46018102,6352,6558
46020693,6256,6654
46023285,6284,6552
46025877,6264,6616
46028469,6354,6484
46031058,6262,6372
46033648,6440,6420
46036238,6464,6440
46038830,6342,6404
46041419,6336,6606
46044013,6374,6572
46046603,6408,6424
46049193,6304,6442
46051781,6208,6432
46054374,6488,6306
46056963,6318,6526
46059556,6520,6676
46062148,6296,6582
46064740,6392,6610
46067330,6368,6662
46069921,6490,6432
46072512,6402,6526
46075136,6480,6546
46077728,6202,6528
46080317,6308,6360
46082909,6238,6508
46085499,6444,6518
46088090,6292,6376
46090680,6286,6452
46093270,6304,6688
46095861,6298,6358
46098450,6288,6568
46101040,6212,6532
46103634,6398,6356
46106229,6324,6536
46108820,6394,6558
46111409,6272,6450
46113996,6452,6388
46116587,6364,6432
46119179,6228,6562
46121770,6178,6446
46124365,6364,6462
46126958,6442,6402
46129546,6228,6646
46132135,6270,6418
46134727,6198,6496
46137320,6332,6288
46139905,6306,6478
46142523,6380,6396
46145114,6300,6628
46147705,6270,6604
46150298,6340,6576
46152887,6300,6388
46155482,6440,6706
46158074,6302,6546
46160664,6450,6372
46163253,6418,6288
46165845,6290,6564
46168432,6388,6428
46171023,6464,6414
46173611,6294,6470
46176200,6324,6462
46178793,6448,6444
46181381,6428,6508
46183975,6290,6534
46186567,6258,6478
46189154,6324,6748
46191747,6220,6418
46194338,6252,6448
46196927,6408,6638
46199519,6422,6374
46202112,6436,6524
46204704,6274,6408
46207326,6434,6704
46209914,6370,6336
46212507,6274,6540
46215099,6216,6778
46217689,6222,6548
46220281,6360,6438
46222876,6210,6496
46225467,6288,6570
46228057,6248,6404
46230649,6310,6284
46233241,6330,6654
46235835,6484,6472
46238427,6380,6482
46241018,6344,6518
46243608,6410,6590
46246198,6424,6528
46248788,6278,6502
46251376,6392,6516
46253969,6392,6654
46256560,6206,6446
46259152,6236,6586
46261746,6414,6496
46264336,6206,6370
46266924,6216,6428
46269516,6420,6490
46272108,6290,6550
46274724,6306,6614
46277316,6288,6482
46279907,6276,6566
46282495,6438,6436
46285085,6298,6296
46287679,6350,6572
46290271,6502,6402
46292861,6474,6382
46295454,6200,6490
46298047,6260,6570
46300636,6274,6510
46303229,6360,6418
46305817,6296,6476
46308405,6450,6470
46311001,6394,6588
46313591,6282,6476
46316183,6286,6530
46318777,6274,6586
46321367,6288,6528
46323960,6370,6450
46326550,6296,6518
46329143,6262,6392
46331737,6256,6496
46334333,6332,6440
46336926,6284,6576
46388529,6740,7146
46391119,6324,6564
46393714,6350,6528
46396302,6226,6510
46398890,6414,6444
46401481,6366,6574
46404074,6212,6434
46406666,6446,6308
46409255,6356,6518
46411845,6242,6672
46414435,6280,6500
46417028,6284,6466
46419621,6318,6356
46422213,6288,6386
46424805,6264,6658
46427394,6296,6696
46429979,6406,6344
46432571,6266,6556
46435165,6354,6582
46437757,6526,6372
46440345,6242,6622
46442933,6310,6322
46445520,6194,6378
46448113,6342,6580
46450703,6532,6542
46453296,6502,6438
46455919,6366,6360
46458509,6288,6590
46461103,6262,6444
46463691,6256,6370
46466283,6158,6344
46468869,6350,6454
46471462,6198,6342
46474055,6250,6610
46476646,6448,6460
46479236,6352,6424
46481828,6386,6402
46484421,6530,6526
46487010,6422,6402
46489604,6216,6700
46492201,6246,6520
46494788,6384,6328
46497376,6436,6368
46499967,6284,6486
46502559,6306,6348
46505149,6428,6410
46507742,6294,6512
46510335,6342,6364
46512928,6228,6776
46515521,6512,6428
46518111,6286,6512
46520699,6358,6398
46523325,6294,6598
46525920,6214,6518
46528507,6338,6412
46531094,6418,6378
46533685,6334,6376
46536276,6440,6428
46538866,6210,6508
46541459,6314,6614
46544051,6310,6502
46546640,6398,6518
46549230,6216,6600
46551824,6500,6464
46554417,6226,6404
46557011,6218,6516
46559600,6224,6452
46562193,6366,6346
46564783,6272,6444
46567375,6406,6450
46569959,6230,6468
46572549,6360,6490
46575141,6312,6432
46577731,6282,6576
46580322,6354,6350
46582917,6244,6564
46585506,6326,6322
46588126,6186,6544
46590719,6268,6426
46593307,6346,6424
46595897,6324,6440
46598488,6422,6300
46601077,6424,6378
46603665,6234,6380
46606255,6338,6394
46608846,6412,6388
46611439,6234,6364
46614030,6266,6434
46616619,6380,6430
46619211,6308,6430
46621801,6348,6386
46624390,6408,6594
46626978,6254,6324
46629570,6280,6416
46632162,6416,6346
46634751,6300,6452
46637346,6354,6432
46639935,6210,6546
46642527,6434,6520
46645116,6326,6468
46647708,6218,6540
46650300,6212,6558
46652889,6264,6322
46655513,6480,6454
46658104,6228,6438
46660696,6152,6380
46663289,6284,6620
46665882,6428,6432
46668475,6286,6572
46671065,6290,6728
46673654,6372,6446
46676243,6284,6326
46678835,6282,6390
46681427,6240,6388
46684021,6192,6496
46686614,6368,6346
46689203,6398,6594
46691794,6496,6334
46694386,6372,6420
46696976,6350,6378
46699570,6284,6350
46702160,6322,6446
46704753,6308,6594
46707345,6210,6440
46709935,6354,6386
46712521,6356,6356
46715114,6226,6466
46717706,6402,6514
46720324,6336,6536
46722911,6328,6384
46725501,6584,6474
46728095,6366,6362
46730682,6316,6296
46733271,6348,6440
46735863,6242,6642
46738451,6298,6428
46741041,6372,6414
46743633,6380,6442
46746227,6294,6570
46748817,6228,6536
46751406,6456,6382
46753997,6288,6566
46756588,6360,6362
46759177,6284,6346
46761765,6200,6402
46764357,6182,6338
46766951,6330,6386
46769542,6308,6404
46772132,6260,6608
46774721,6342,6644
46777312,6304,6518
46779903,6366,6586
46782494,6306,6500
46785085,6368,6452
46787709,6352,6474
46790298,6268,6504
46792890,6368,6598
46795480,6306,6414
46798070,6212,6484
46800662,6264,6368
46803255,6212,6350
46805846,6370,6600
46808435,6360,6576
46811024,6310,6590
46813614,6378,6460
46816200,6388,6504
46818787,6224,6680
46821381,6428,6438
46823966,6390,6336
46826557,6350,6458
46829147,6300,6506
46831736,6278,6440
46834322,6226,6294
46836913,6530,6666
46839505,6316,6590
46842095,6680,6448
46844687,6148,6476
46847279,6580,6502
46849872,6512,6360
46852462,6442,6424
46855083,6252,6678
46857670,6342,6406
46860261,6292,6356
46862851,6256,6470
46865439,6232,6424
46868030,6468,6502
46870619,6426,6456
46873210,6276,6458
46875801,6284,6470
46878389,6232,6302
46880980,6424,6358
46883570,6428,6490
46886164,6394,6516
46888756,6214,6632
46891345,6510,6498
46893931,6392,6670
46896521,6358,6416
46899109,6306,6444
46901701,6434,6356
46904291,6236,6420
46906881,6278,6468
46909467,6362,6324
46912060,6260,6442
46914648,6250,6482
46917237,6278,6398
46968909,6650,7266
46971500,6360,6634
46974088,6478,6566
46976679,6282,6422
46979266,6298,6452
46981858,6300,6416
46984446,6436,6468
46987034,6304,6518
46989620,6270,6322
46992213,6216,6528
46994807,6370,6366
46997397,6384,6398
46999988,6330,6658
47002579,6186,6438
47005166,6490,6586
47007762,6210,6668
47010353,6222,6508
47012944,6348,6332
47015536,6286,6738
47018127,6442,6528
47020718,6354,6406
47023309,6274,6624
47025900,6352,6586
47028493,6406,6454
47031081,6334,6414
47033671,6354,6584
47036287,6274,6426
47038877,6374,6514
47041469,6308,6452
47044061,6408,6378
47046653,6294,6562
47049247,6268,6482
47051836,6284,6370
47054426,6458,6518
47057017,6226,6456
47059608,6392,6512
47062201,6358,6562
47064794,6178,6394
47067381,6280,6472
47069973,6276,6546
47072564,6364,6336
47075153,6316,6326
47077744,6366,6506
47080333,6306,6430
47082926,6508,6362
47085516,6458,6438
47088107,6250,6296
47090702,6344,6570
47093296,6208,6460
47095886,6410,6510
47098477,6402,6360
47101101,6334,6486
47103691,6366,6558
47106284,6272,6372
47108874,6328,6446
47111466,6400,6492
47114058,6268,6510
47116647,6366,6362
47119235,6314,6444
47121826,6448,6508
47124419,6278,6398
47127010,6284,6434
47129601,6252,6530
47132190,6452,6420
47134780,6458,6630
47137370,6284,6420
47139960,6298,6430
47142551,6448,6550
47145140,6254,6308
47147728,6296,6512
47150317,6534,6334
47152905,6284,6466
47155496,6428,6504
47158087,6304,6406
47160678,6336,6482
47163269,6362,6308
47165860,6458,6502
47168478,6196,6390
47171069,6354,6490
47173658,6170,6398
47176247,6440,6456
47178837,6322,6366
47181424,6454,6360
47184009,6348,6314
47186601,6260,6304
47189190,6378,6528
47191775,6394,6400
47194367,6346,6512
47196958,6236,6296
47199550,6370,6490
47202143,6346,6432
47204737,6456,6368
47207328,6298,6288
47209918,6266,6532
47212507,6412,6356
47215098,6268,6286
47217688,6290,6420
47220279,6274,6494
47222868,6316,6370
47225458,6226,6402
47228046,6324,6438
47230640,6214,6398
47233227,6352,6390
47235853,6340,6392
47238443,6342,6558
47241036,6256,6514
47243626,6320,6438
47246217,6196,6430
47248811,6420,6440
47251400,6402,6408
47253991,6442,6384
47256580,6464,6306
47259169,6260,6390
47261762,6306,6372
47264352,6378,6332
47266945,6186,6402
47269537,6276,6396
47272128,6280,6524
47274716,6430,6494
47277305,6222,6454
47279899,6426,6286
47282491,6212,6408
47285082,6358,6292
47287671,6590,6324
47290263,6306,6552
47292855,6222,6458
47295447,6192,6374
47298037,6266,6358
47300659,6544,6314
47303250,6194,6368
47305838,6458,6476
47308428,6204,6470
47311017,6366,6570
47313607,6388,6510
47316196,6190,6486
47318789,6222,6434
47321379,6378,6324
47323969,6314,6506
47326559,6288,6460
47329145,6396,6540
47331739,6302,6394
47334329,6426,6344
47336918,6346,6382
47339509,6448,6562
47342099,6442,6738
47344688,6312,6698
47347280,6258,6284
47349873,6270,6556
47352466,6364,6588
47355055,6204,6396
47357646,6320,6530
47360237,6298,6646
47362826,6454,6460
47365415,6576,6352
47368040,6290,6368
47370630,6358,6478
47373217,6358,6470
47375806,6246,6552
47378394,6426,6454
47380983,6362,6392
47383577,6234,6562
47386168,6320,6370
47388760,6354,6418
47391350,6384,6528
47393943,6338,6614
47396534,6432,6446
47399123,6368,6580
47401711,6448,6466
47404298,6248,6366
47406889,6250,6374
47409480,6430,6478
47412070,6220,6506
47414660,6302,6424
47417251,6282,6420
47419842,6298,6436
47422437,6342,6294
47425025,6332,6602
47427614,6278,6394
47430205,6194,6398
47432823,6298,6436
47435412,6490,6546
47438001,6226,6372
47440591,6322,6534
47443179,6292,6444
47445768,6326,6522
47448358,6224,6360
47450949,6364,6656
47453539,6190,6484
47456132,6270,6644
47458724,6424,6478
47461316,6256,6518
47463903,6376,6446
47466492,6214,6370
47469079,6202,6422
47471667,6282,6472
47474260,6272,6310
47476847,6488,6400
47479439,6394,6480
47482031,6304,6698
47484624,6168,6468
47487215,6270,6534
47489807,6292,6338
47492397,6392,6554
47494987,6446,6416
47497574,6384,6502
47551006,6730,7180
47553593,6320,6536
47556187,6246,6448
47558779,6448,6410
47561368,6320,6570
47563962,6304,6342
47566553,6270,6584
47569145,6300,6438
47571735,6196,6524
47574325,6314,6448
47576918,6286,6374
47579510,6432,6498
47582103,6430,6546
47584689,6306,6506
47587276,6274,6446
47589868,6242,6582
47592462,6214,6520
47595051,6448,6364
47597642,6336,6474
47600234,6284,6578
47602828,6486,6544
47605415,6284,6348
47608006,6300,6512
47610596,6286,6542
47613184,6350,6438
47615775,6348,6456
47618394,6164,6458
47620983,6294,6446
47623574,6334,6470
47626168,6224,6510
47628761,6354,6370
47631351,6286,6614
47633940,6292,6482
47636531,6334,6416
47639120,6288,6430
47641711,6386,6320
47644301,6290,6456
47646890,6338,6384
47649480,6384,6576
47652071,6264,6494
47654659,6360,6530
47657250,6442,6448
47659841,6452,6602
47662429,6312,6606
47665018,6276,6394
47667610,6434,6540
47670200,6378,6434
47672793,6356,6426
47675383,6388,6480
47677975,6300,6518
47680568,6180,6554
47683194,6344,6420
47685785,6338,6468
47688378,6304,6604
47690970,6398,6356
47693561,6468,6480
47696152,6218,6466
47698742,6218,6468
47701334,6234,6558
47703922,6336,6482
47706511,6306,6312
47709104,6498,6372
47711693,6228,6472
47714283,6200,6352
47716874,6274,6688
47719465,6294,6384
47722056,6356,6518
47724652,6230,6582
47727242,6478,6402
47729832,6558,6440
47732422,6380,6616
47735012,6224,6424
47737602,6350,6514
47740193,6356,6458
47742782,6330,6322
47745373,6348,6454
47747960,6326,6370
47750578,6262,6524
47753167,6254,6442
47755755,6220,6452
47758347,6196,6562
47760937,6262,6402
47763532,6390,6688
47766122,6204,6564
47768710,6310,6682
47771298,6300,6382
47773888,6294,6438
47776479,6312,6516
47779072,6342,6372
47781662,6268,6434
47784252,6460,6492
47786841,6294,6654
47789429,6366,6418
47792024,6468,6594
47794616,6692,6406
47797205,6336,6494
47799794,6432,6518
47802388,6370,6492
47804980,6172,6660
47807574,6200,6438
47810166,6328,6396
47812762,6244,6412
47815385,6504,6560
47817977,6330,6316
47820569,6334,6540
47823157,6308,6500
47825746,6354,6528
47828338,6348,6448
47830928,6532,6370
47833520,6326,6526
47836110,6358,6494
47838701,6222,6530
47841293,6372,6354
47843881,6294,6398
47846475,6352,6402
47849064,6442,6480
47851656,6346,6346
47854249,6270,6428
47856838,6268,6448
47859429,6512,6384
47862020,6476,6520
47864611,6432,6500
47867199,6392,6516
47869791,6368,6544
47872381,6524,6402
47874973,6292,6516
47877567,6540,6332
47880160,6456,6438
47882780,6346,6366
47885371,6360,6376
47887960,6380,6504
47890549,6424,6386
47893139,6446,6382
47895731,6298,6444
47898323,6326,6552
47900914,6266,6586
47903505,6210,6548
47906095,6168,6418
47908686,6532,6482
47911280,6262,6624
47913873,6344,6410
47916464,6160,6570
47919053,6280,6366
47921643,6370,6512
47924237,6190,6424
47926827,6422,6380
47929412,6340,6520
47932006,6280,6594
47934597,6284,6496
47937188,6456,6624
47939779,6340,6404
47942373,6282,6598
47944960,6318,6526
47947550,6478,6506
47950177,6392,6434
47952768,6318,6534
47955358,6342,6500
47957949,6286,6558
47960540,6218,6492
47963133,6294,6444
47965726,6408,6430
47968317,6354,6648
47970907,6208,6580
47973495,6248,6608
47976087,6498,6324
