31109393,31109565,1625,1730
31109900,31110072,1680,1573
31110410,31110582,1701,1692
31110914,31111088,1683,1679
31111440,31111612,1635,1606
31111941,31112117,1666,1713
31112460,31112632,1686,1729
31112972,31113148,1665,1738
31113489,31113661,1651,1723
31114001,31114177,1681,1723
31114516,31114688,1647,1692
31115020,31115192,1645,1675
31115535,31115707,1671,1577
31116107,31116279,1678,1547
31116701,31116873,1697,1702
31117231,31117403,1691,1711
31117745,31117917,1646,1717
31118289,31118461,1548,1662
31118823,31118995,1556,1714
31119380,31119552,1590,1718
31119890,31120064,1628,1708
31120406,31120578,1687,1719
31120909,31121083,1693,1737
31121430,31121601,1680,1683
31121928,31122101,1684,1705
31122430,31122602,1689,1732
31122938,31123114,1687,1724
31123454,31123626,1636,1704
31123960,31124135,1629,1718
31124480,31124652,1687,1656
31124986,31125162,1705,1668
31125496,31125668,1645,1651
31125994,31126172,1665,1692
31126507,31126679,1691,1664
31127012,31127184,1679,1713
31127524,31127696,1686,1718
31128101,31128273,1695,1713
31128610,31128781,1701,1725
31129125,31129296,1700,1724
31129626,31129798,1626,1708
31130174,31130345,1672,1720
31130679,31130851,1618,1648
31131222,31131394,1644,1710
31131738,31131910,1617,1664
31132276,31132448,1639,1697
31132794,31132966,1646,1720
31133375,31133546,1675,1729
31133875,31134047,1669,1715
31134372,31134544,1667,1722
31134876,31135048,1668,1667
31135399,31135570,1692,1734
31135904,31136075,1680,1729
31136422,31136593,1686,1729
31136932,31137107,1688,1730
31137448,31137620,1675,1725
31137949,31138124,1678,1716
31138476,31138648,1627,1677
31138981,31139156,1606,1585
31139495,31139667,1580,1719
31140006,31140178,1678,1726
31140520,31140692,1693,1675
31141099,31141271,1607,1594
31141605,31141777,1685,1665
31142167,31142339,1654,1686
31142671,31142843,1638,1694
31143215,31143387,1673,1696
31143723,31143895,1692,1678
31144270,31144442,1678,1685
31144776,31144947,1678,1643
31145322,31145494,1671,1704
31145843,31146014,1574,1724
31146367,31146539,1663,1717
31146873,31147046,1681,1730
31147400,31147571,1685,1739
31147898,31148070,1687,1622
31148416,31148588,1690,1680
31148921,31149097,1640,1711
31149442,31149614,1631,1663
31149951,31150123,1586,1665
31150465,31150637,1655,1725
31150976,31151150,1624,1615
31151496,31151668,1650,1714
31151995,31152170,1638,1729
31152513,31152685,1678,1722
31153087,31153259,1689,1706
31153599,31153771,1702,1707
31154109,31154281,1658,1656
31154611,31154783,1653,1682
31155159,31155331,1694,1677
31155669,31155841,1636,1706
31156208,31156380,1681,1738
31156713,31156884,1687,1704
31157266,31157438,1609,1726
31157776,31157948,1566,1737
31158307,31158479,1657,1737
31158811,31158983,1691,1725
31159363,31159535,1686,1610
31159863,31160034,1685,1721
31160385,31160557,1679,1557
31160888,31161062,1705,1706
31161413,31161585,1662,1715
31161911,31162089,1646,1727
31162433,31162604,1678,1624
31163081,31163253,1665,1606
31163581,31163753,1658,1698
31164102,31164274,1626,1648
31164612,31164784,1663,1688
31165152,31165324,1686,1713
31165662,31165834,1680,1713
31166202,31166374,1681,1724
31166709,31166881,1685,1723
31167255,31167427,1688,1731
31167771,31167943,1693,1731
31168300,31168471,1625,1706
31168807,31168979,1671,1702
31169354,31169526,1677,1644
31169863,31170034,1628,1706
31170381,31170553,1681,1723
31170879,31171051,1682,1723
31171404,31171576,1691,1720
31171911,31172087,1645,1724
31172427,31172599,1663,1718
31172932,31173108,1701,1716
31173432,31173604,1690,1640
31173942,31174115,1685,1642
31174452,31174624,1687,1634
31174951,31175128,1701,1686
31175459,31175631,1675,1634
31175953,31176127,1694,1711
31176453,31176625,1704,1726
31176953,31177127,1690,1670
31177459,31177630,1689,1694
31177960,31178134,1703,1587
31178477,31178648,1687,1635
31179316,31179487,1689,1725
31179824,31179996,1685,1621
31180349,31180521,1695,1711
31180855,31181027,1686,1720
31181375,31181546,1685,1710
31181876,31182048,1690,1717
31182398,31182570,1678,1737
31182899,31183075,1677,1730
31183425,31183597,1614,1724
31183928,31184101,1596,1502
31184447,31184619,1620,1683
31184958,31185131,1669,1742
31185471,31185643,1679,1741
31185972,31186143,1682,1721
31186473,31186644,1618,1717
31186974,31187149,1687,1741
31187494,31187666,1689,1710
31188066,31188238,1684,1649
31188573,31188744,1686,1712
31189097,31189269,1693,1721
31189597,31189769,1694,1726
31190142,31190314,1703,1715
31190647,31190818,1681,1710
31191187,31191359,1620,1655
31191698,31191869,1615,1716
31192245,31192417,1613,1712
31192751,31192923,1669,1729
31193288,31193460,1684,1737
31193791,31193963,1682,1712
31194341,31194513,1697,1654
31194841,31195013,1703,1705
31195368,31195539,1697,1682
31195870,31196044,1697,1693
31196389,31196561,1580,1726
31196901,31197074,1640,1669
31197413,31197585,1701,1648
31197923,31198099,1634,1637
31198437,31198609,1677,1657
31198941,31199113,1697,1706
31199445,31199616,1555,1660
31199965,31200141,1662,1720
31200471,31200643,1675,1539
31200972,31201149,1613,1689
31201482,31201654,1674,1733
31202058,31202230,1643,1721
31202559,31202731,1637,1736
31203081,31203253,1666,1584
31203583,31203755,1595,1699
31204133,31204305,1604,1731
31204639,31204811,1587,1733
31205182,31205354,1674,1720
31205689,31205861,1683,1723
31206232,31206403,1677,1675
31206744,31206916,1684,1701
31207276,31207448,1650,1556
31207785,31207957,1578,1615
31208331,31208503,1665,1728
31208830,31209003,1643,1728
31209355,31209527,1663,1689
31209868,31210042,1528,1691
