Inter-sample gap (us): 50
Inter-average gap (us): 1500
Samples averaged: 20
Format: micros(), A0, A1 
42938733,6420,6496
42942323,6312,6496
42945914,6496,6544
42949504,6498,6516
42953092,6348,6660
42956685,6398,6416
42960276,6300,6570
42963865,6358,6318
42967455,6406,6632
42971043,6260,6492
42974635,6356,6436
42978228,6316,6616
42981820,6210,6556
42985436,6268,6494
42989026,6334,6568
42992619,6246,6470
42996211,6282,6752
42999800,6304,6382
43003389,6348,6416
43006980,6594,6492
43010571,6410,6578
43014162,6666,6406
43017752,6322,6404
43021341,6376,6546
43024931,6510,6524
43028523,6286,6402
43032111,6400,6390
43035703,6312,6412
43039294,6550,6426
43042882,6434,6582
43046475,6274,6440
43050064,6292,6652
43053654,6232,6406
43057246,6356,6526
43060840,6450,6430
43064429,6202,6434
43068024,6212,6580
43071617,6576,6620
43075210,6306,6456
43078833,6360,6428
43082427,6210,6458
43086021,6300,6542
43089615,6406,6674
43093208,6370,6440
43096798,6404,6364
43100392,6484,6482
43103985,6352,6644
43107575,6428,6468
43111167,6246,6590
43114760,6336,6468
43118349,6382,6350
43121941,6256,6550
43125530,6290,6496
43129118,6326,6490
43132705,6370,6558
43136295,6240,6542
43139887,6304,6378
43143477,6330,6342
43147065,6234,6390
43150655,6420,6410
43154244,6366,6544
43157831,6668,6408
43161421,6348,6692
43165014,6346,6496
43168604,6248,6748
43172226,6442,6696
43175819,6230,6560
43179411,6326,6536
43183003,6284,6430
43186592,6328,6498
43190184,6434,6576
43193776,6308,6624
43197368,6364,6492
43200957,6346,6524
43204547,6472,6630
43208140,6284,6652
43211727,6508,6550
43215321,6344,6678
43218911,6288,6572
43222500,6262,6382
43226087,6456,6552
43229677,6316,6572
43233272,6366,6468
43236862,6350,6672
43240453,6554,6632
43244040,6238,6534
43247632,6502,6406
43251219,6310,6420
43254808,6230,6582
43258399,6302,6674
43262022,6402,6656
43265611,6408,6552
43269202,6400,6472
43272795,6290,6448
43276384,6338,6562
43279975,6390,6470
43283566,6550,6414
43287155,6304,6464
43290745,6324,6566
43294336,6338,6392
43297926,6362,6546
43301517,6362,6556
43305109,6322,6504
43308700,6432,6428
43312290,6268,6522
43315885,6338,6452
43319475,6308,6660
43323065,6232,6626
43326656,6372,6688
43330247,6428,6660
43333840,6382,6396
43337429,6290,6472
43341020,6278,6430
43344614,6422,6470
43348208,6358,6334
43351803,6374,6466
43355421,6338,6492
43359013,6354,6498
43362607,6542,6460
43366202,6366,6612
43369793,6326,6512
43373385,6372,6780
43376979,6376,6422
43380568,6536,6488
43384157,6316,6398
43387750,6294,6690
43391341,6342,6716
43394931,6356,6556
43398524,6308,6460
43402116,6340,6400
43405710,6544,6476
43409304,6304,6536
43412898,6436,6510
43416487,6334,6454
43420073,6260,6514
43423665,6308,6638
43427258,6362,6402
43430849,6480,6390
43434438,6236,6414
43438027,6618,6424
43441615,6510,6520
43496446,6692,7132
43500038,6496,6570
43503629,6324,6560
43507216,6332,6402
43510808,6428,6518
43514399,6376,6506
43517988,6230,6586
43521578,6348,6432
43525168,6276,6422
43528763,6282,6464
43532353,6402,6462
43535946,6276,6430
43539531,6340,6526
43543121,6412,6542
43546713,6332,6454
43550303,6404,6362
43553898,6348,6412
43557489,6322,6578
43561077,6394,6374
43564667,6502,6618
43568259,6462,6582
43571853,6364,6656
43575445,6318,6644
43579035,6212,6480
43582626,6514,6496
43586219,6276,6832
43589839,6518,6638
43593432,6356,6570
43597024,6300,6328
43600613,6338,6410
43604205,6378,6386
43607797,6276,6380
43611387,6286,6456
43614978,6190,6624
43618570,6390,6538
43622163,6340,6512
43625748,6330,6542
43629340,6264,6412
43632927,6570,6446
43636520,6336,6562
43640113,6442,6414
43643703,6222,6654
43647297,6306,6608
43650886,6492,6478
43654474,6292,6606
43658063,6330,6464
43661651,6238,6342
43665240,6314,6396
43668829,6454,6574
43672419,6350,6634
43676009,6246,6542
43679599,6332,6418
43683227,6202,6606
43686820,6462,6418
43690408,6344,6570
43693993,6304,6358
43697584,6468,6388
43701179,6196,6392
43704772,6332,6534
43708362,6402,6714
43711955,6272,6474
43715548,6298,6682
43719138,6374,6564
43722728,6234,6494
43726318,6366,6406
43729911,6386,6568
43733499,6274,6478
43737090,6320,6506
43740681,6292,6508
43744269,6490,6356
43747866,6388,6438
43751456,6374,6610
43755046,6436,6610
43758639,6406,6564
43762226,6358,6458
43765817,6318,6640
43769407,6360,6412
43773024,6414,6634
43776617,6398,6554
43780208,6184,6402
43783799,6368,6550
43787388,6302,6340
43790978,6412,6478
43794570,6332,6560
43798159,6238,6482
43801750,6302,6464
43805342,6300,6356
43808932,6564,6370
43812520,6228,6476
43816110,6234,6700
43819699,6380,6462
43823290,6340,6600
43826882,6252,6552
43830471,6300,6466
43834058,6250,6344
43837647,6490,6548
43841237,6326,6580
43844830,6232,6470
43848419,6390,6400
43852007,6306,6358
43855602,6204,6484
43859191,6458,6658
43862784,6386,6438
43866411,6388,6644
43870003,6262,6596
43873594,6362,6572
43877185,6402,6420
43880777,6366,6610
43884371,6320,6612
43887964,6294,6636
43891557,6458,6498
43895147,6228,6464
43898738,6432,6328
43902330,6342,6608
43905921,6294,6504
43909512,6380,6370
43913104,6228,6484
43916695,6370,6380
43920285,6378,6496
43923880,6456,6534
43927467,6402,6474
43931056,6366,6424
43934647,6298,6414
43938238,6332,6418
43941825,6264,6594
43945419,6204,6586
43949009,6282,6410
43952602,6354,6424
43956219,6552,6376
43959810,6460,6562
43963398,6350,6534
43966988,6436,6426
43970572,6476,6520
43974166,6210,6594
43977758,6188,6676
43981349,6382,6404
43984940,6288,6478
43988532,6208,6498
43992123,6404,6500
43995713,6442,6514
43999306,6298,6754
44002899,6460,6568
44006488,6388,6428
44010076,6242,6362
44013666,6462,6432
44017255,6398,6498
44020846,6318,6724
44024440,6658,6762
44028034,6200,6616
44031625,6594,6436
44035218,6410,6544
44038810,6280,6568
44042400,6382,6354
44045986,6454,6472
44049615,6354,6694
44053209,6274,6526
44056799,6392,6448
44060389,6378,6382
44063980,6298,6454
44067568,6246,6616
44071158,6304,6596
44074747,6502,6442
44078338,6376,6476
44081928,6308,6612
44085519,6460,6592
44089109,6448,6416
44092700,6336,6600
44096296,6378,6556
44099887,6380,6354
44103476,6394,6434
44107064,6322,6460
44110656,6342,6550
44114245,6272,6472
44117838,6532,6480
44121426,6398,6446
44125016,6512,6566
44128606,6280,6414
44132195,6244,6476
44135784,6332,6358
44139378,6380,6336
44142995,6650,6368
44146587,6378,6530
44150175,6338,6478
44153763,6268,6436
44157350,6430,6386
44160945,6212,6534
44164533,6220,6402
44168125,6288,6606
44171714,6390,6432
44175302,6280,6664
44178894,6304,6882
44182485,6300,6496
44186079,6240,6808
44189669,6276,6510
44193262,6274,6562
44196851,6356,6324
44200441,6358,6492
44204033,6596,6584
44207625,6362,6610
44211216,6204,6330
44214807,6354,6408
44218400,6418,6616
44221990,6460,6422
44225581,6296,6600
44229172,6260,6382
44281968,6572,7124
44285560,6364,6482
44289152,6230,6488
44292746,6224,6602
44296335,6296,6624
44299924,6340,6456
44303513,6260,6584
44307100,6400,6456
44310693,6366,6460
44314285,6208,6474
44317879,6358,6520
44321469,6210,6504
44325059,6584,6498
44328648,6392,6334
44332237,6220,6402
44335827,6204,6592
44339416,6398,6548
44343008,6288,6626
44346599,6456,6602
44350187,6264,6648
44353779,6356,6630
44357372,6382,6352
44360961,6304,6420
44364553,6320,6390
44368144,6356,6754
44371734,6324,6530
44375353,6300,6518
44378944,6430,6526
44382533,6256,6680
44386125,6444,6628
44389721,6288,6648
44393312,6416,6474
44396901,6430,6402
44400489,6298,6820
44404082,6388,6502
44407672,6212,6504
44411264,6296,6454
44414854,6386,6488
44418446,6268,6556
44422036,6246,6498
44425628,6322,6488
44429219,6392,6400
44432809,6224,6540
44436401,6466,6532
44439994,6334,6500
44443583,6284,6632
44447177,6184,6730
44450766,6198,6486
44454352,6220,6444
44457943,6532,6550
44461533,6232,6640
44465155,6476,6364
44468745,6342,6430
44472336,6230,6434
44475926,6306,6586
44479515,6422,6440
44483104,6434,6356
44486695,6284,6406
44490285,6246,6358
44493878,6412,6532
44497468,6334,6320
44501052,6332,6418
44504641,6278,6476
44508231,6416,6374
44511823,6364,6446
44515411,6688,6426
44519003,6308,6628
44522592,6448,6490
44526180,6322,6442
44529772,6374,6330
44533364,6320,6542
44536954,6304,6418
44540542,6412,6438
44544129,6348,6506
44547721,6426,6756
44551312,6362,6544
44554901,6694,6450
44558518,6384,6616
44562109,6362,6510
44565700,6406,6440
44569291,6364,6490
44572884,6316,6382
44576473,6294,6538
44580064,6442,6402
44583652,6336,6408
44587243,6456,6472
44590830,6348,6386
44594419,6306,6482
44598008,6494,6480
44601603,6376,6424
44605191,6424,6514
44608783,6430,6552
44612374,6250,6686
44615967,6426,6442
44619557,6284,6588
44623147,6270,6562
44626736,6302,6512
44630327,6216,6604
44633917,6594,6362
44637506,6368,6418
44641097,6410,6420
44644687,6360,6350
44648272,6242,6336
44651898,6284,6472
44655486,6416,6616
44659075,6422,6424
44662664,6264,6554
44666255,6354,6540
44669845,6562,6504
44673437,6444,6444
44677024,6558,6438
44680611,6342,6540
44684201,6374,6490
44687791,6262,6586
44691385,6348,6616
44694978,6362,6520
44698570,6308,6480
44702161,6256,6402
44705752,6420,6732
44709345,6464,6498
44712938,6464,6462
44716530,6198,6416
44720121,6198,6488
44723713,6348,6500
44727304,6276,6346
44730896,6224,6418
44734486,6314,6592
44738078,6492,6474
44741693,6272,6684
44745284,6408,6476
44748875,6420,6434
44752466,6304,6568
44756056,6320,6510
44759649,6500,6684
44763240,6220,6474
44766831,6558,6376
44770423,6240,6426
44774016,6326,6788
44777606,6290,6412
44781195,6572,6398
44784788,6428,6484
44788377,6350,6476
44791965,6484,6488
44795559,6366,6468
44799151,6428,6448
44802742,6476,6508
44806333,6262,6430
44809924,6360,6610
44813510,6480,6454
44817103,6314,6614
44820696,6224,6494
44824288,6348,6506
44827879,6486,6758
44831468,6502,6434
44835097,6332,6484
44838689,6296,6464
44842277,6330,6444
44845868,6388,6542
44849459,6230,6368
44853052,6376,6444
44856641,6278,6612
44860234,6380,6458
44863828,6272,6542
44867418,6506,6560
44871009,6460,6510
44874598,6280,6492
44878189,6462,6712
44881780,6494,6514
44885369,6488,6356
44888958,6506,6434
44892548,6276,6634
44896135,6350,6540
44899724,6378,6542
44903315,6224,6414
44906905,6408,6430
44910496,6316,6504
44914089,6328,6586
44917682,6310,6336
44921273,6288,6462
44924889,6440,6360
44928476,6286,6410
44932063,6418,6552
44935656,6170,6554
44939245,6416,6436
44942834,6386,6620
44946422,6344,6342
44950014,6204,6470
44953603,6282,6548
44957194,6408,6456
44960783,6314,6482
44964372,6196,6518
44967961,6474,6508
44971552,6256,6414
44975146,6270,6432
44978739,6318,6494
44982326,6234,6438
44985919,6268,6404
44989511,6332,6566
44993107,6274,6714
44996698,6190,6634
45000287,6414,6544
45003877,6298,6442
45007472,6294,6584
45011059,6318,6702
45014649,6450,6526
45067372,6666,7304
45070966,6304,6436
45074555,6348,6458
45078143,6270,6428
45081732,6418,6536
45085323,6562,6484
45088911,6416,6462
45092499,6280,6582
45096086,6306,6632
45099677,6294,6476
45103266,6410,6394
45106855,6256,6560
45110448,6230,6652
45114040,6376,6732
45117634,6320,6472
45121224,6350,6332
45124818,6580,6868
45128411,6228,6408
45132001,6326,6348
45135592,6624,6490
45139183,6332,6562
45142775,6568,6542
45146361,6218,6572
45149950,6210,6466
45153538,6300,6434
45157125,6434,6582
45160744,6324,6490
45164334,6258,6736
45167924,6370,6344
45171515,6428,6476
45175105,6268,6434
45178691,6476,6492
45182283,6270,6580
45185873,6428,6688
45189462,6478,6736
45193054,6234,6576
45196645,6394,6526
45200242,6360,6476
45203833,6376,6340
45207424,6288,6762
45211013,6272,6568
45214603,6398,6472
45218192,6384,6410
45221784,6388,6558
45225375,6498,6418
45228963,6228,6474
45232551,6334,6596
45236142,6300,6578
45239733,6500,6436
45243326,6322,6562
45246914,6334,6444
45250538,6278,6548
45254128,6244,6498
45257720,6426,6780
45261310,6314,6636
45264900,6360,6402
45268489,6432,6364
45272078,6370,6576
45275665,6298,6446
45279257,6434,6560
45282849,6446,6334
45286439,6476,6698
45290031,6294,6638
45293620,6362,6646
45297212,6174,6480
45300804,6260,6618
45304394,6370,6524
45307984,6382,6612
45311573,6368,6562
45315162,6370,6772
45318755,6340,6478
45322346,6286,6470
45325936,6270,6432
45329526,6400,6536
45333117,6354,6502
45336708,6274,6492
45340297,6260,6364
45343917,6276,6520
45347510,6500,6496
45351100,6434,6510
45354693,6308,6536
45358285,6386,6566
45361879,6302,6604
45365468,6280,6474
45369058,6354,6594
45372650,6442,6598
45376241,6400,6676
45379831,6436,6484
45383423,6444,6684
45387019,6314,6634
45390609,6464,6618
45394199,6232,6472
45397788,6280,6662
45401377,6310,6376
45404969,6346,6508
45408561,6392,6488
45412154,6404,6616
45415749,6418,6672
45419343,6288,6546
45422934,6456,6358
45426524,6402,6560
45430116,6282,6552
45433739,6574,6478
45437331,6202,6560
45440923,6420,6676
45444513,6502,6596
45448104,6296,6344
45451697,6448,6590
45455290,6462,6534
45458880,6386,6568
45462473,6332,6608
45466063,6416,6538
45469654,6316,6562
45473247,6308,6428
45476840,6286,6572
45480431,6362,6470
45484021,6404,6484
45487614,6326,6420
45491203,6368,6494
45494791,6352,6434
45498380,6414,6392
45501969,6538,6546
45505563,6376,6594
45509156,6358,6534
45512745,6334,6696
45516336,6450,6588
45519923,6340,6462
45523513,6394,6704
45527128,6208,6432
45530719,6444,6670
45534312,6496,6488
45537899,6248,6424
45541493,6246,6844
45545084,6446,6598
45548675,6332,6514
45552269,6450,6684
45555857,6342,6616
45559449,6332,6642
45563033,6306,6422
45566625,6188,6384
45570219,6272,6514
45573811,6300,6456
45577398,6302,6572
45580993,6418,6518
45584584,6378,6516
45588175,6372,6528
45591769,6238,6498
45595357,6344,6476
45598950,6266,6534
45602538,6326,6574
45606124,6340,6510
45609715,6202,6638
45613306,6432,6668
45616894,6292,6496
45620514,6332,6486
45624105,6516,6562
45627699,6478,6480
45631293,6376,6456
45634885,6552,6476
45638479,6380,6638
45642070,6440,6512
45645663,6520,6596
45649255,6344,6494
45652847,6460,6416
45656436,6620,6522
45660029,6516,6552
45663620,6304,6322
45667210,6230,6492
45670802,6286,6560
45674393,6330,6522
45677979,6232,6594
45681568,6446,6390
45685161,6404,6454
45688752,6360,6592
45692339,6336,6556
45695928,6320,6590
45699517,6342,6434
45703107,6292,6548
45706698,6234,6638
45710315,6236,6554
45713907,6258,6430
45717498,6272,6478
45721092,6532,6684
45724683,6574,6526
45728273,6284,6564
45731866,6352,6484
45735458,6402,6554
45739051,6410,6500
45742644,6284,6554
45746235,6218,6606
45749825,6356,6474
45753415,6522,6348
45757005,6552,6522
45760596,6468,6430
45764182,6326,6462
45767771,6346,6650
45771360,6440,6378
45774950,6312,6476
45778542,6292,6486
45782130,6398,6402
45785722,6294,6734
45789311,6294,6464
45792901,6222,6368
45796493,6376,6518
45800086,6354,6640
45854961,6620,7168
45858552,6362,6546
45862146,6272,6632
45865731,6278,6412
45869321,6278,6624
45872912,6356,6622
45876502,6340,6590
45880097,6310,6658
45883690,6344,6562
45887281,6466,6488
45890875,6350,6618
45894468,6304,6550
45898057,6364,6512
45901648,6386,6622
45905236,6350,6500
45908828,6504,6576
45912424,6444,6400
45916015,6304,6672
45919606,6362,6592
45923197,6412,6690
45926785,6304,6660
45930379,6456,6380
45933973,6272,6482
45937565,6300,6634
45941152,6342,6524
45944766,6274,6430
45948357,6238,6380
45951947,6220,6634
45955535,6348,6564
45959125,6412,6428
45962717,6302,6650
45966307,6546,6418
45969900,6364,6624
45973490,6358,6582
45977085,6364,6408
45980678,6336,6388
45984269,6354,6754
45987861,6328,6514
45991452,6314,6640
45995041,6322,6484
45998627,6414,6414
46002218,6254,6414
46005811,6274,6554
46009400,6340,6646
46012990,6216,6348
46016578,6308,6498
46020169,6326,6408
46023760,6320,6592
46027349,6310,6336
46030941,6358,6500
46034533,6222,6490
46038157,6416,6732
46041747,6478,6560
46045337,6348,6514
46048932,6334,6460
46052523,6322,6556
46056113,6502,6714
46059703,6332,6428
46063296,6372,6458
46066889,6194,6514
46070481,6512,6382
46074071,6364,6492
46077662,6340,6696
46081254,6242,6390
46084843,6292,6394
46088436,6276,6688
46092027,6402,6932
46095623,6386,6564
46099213,6310,6610
46102806,6374,6408
46106397,6404,6488
46109988,6294,6578
46113579,6364,6394
46117169,6366,6336
46120757,6282,6668
46124348,6240,6432
46127939,6254,6618
46131557,6232,6418
46135146,6326,6492
46138735,6568,6500
46142328,6438,6718
46145916,6324,6622
46149505,6328,6504
46153094,6290,6528
46156685,6288,6432
46160277,6282,6502
46163872,6216,6346
46167463,6452,6484
46171051,6338,6482
46174640,6374,6494
46178229,6226,6604
46181819,6328,6380
46185408,6344,6544
46189002,6210,6442
46192593,6492,6570
46196183,6330,6470
46199771,6476,6402
46203364,6244,6502
46206956,6324,6504
46210548,6294,6432
46214141,6210,6296
46217732,6316,6404
46221354,6310,6398
46224945,6288,6392
46228537,6352,6712
46232128,6188,6466
46235719,6370,6522
46239306,6290,6602
46242897,6312,6530
