76035335,76035507,1592,1707
76035892,76036066,1675,1719
76036439,76036615,1698,1710
76036980,76037152,1698,1702
76037510,76037682,1678,1730
76038058,76038230,1677,1644
76038625,76038797,1684,1699
76039195,76039367,1605,1708
76039791,76039963,1683,1701
76040345,76040517,1641,1699
76040883,76041055,1603,1615
76041436,76041611,1639,1672
76041982,76042154,1674,1711
76042585,76042757,1635,1723
76043129,76043301,1628,1739
76043768,76043940,1684,1726
76044306,76044478,1667,1725
76044882,76045054,1645,1631
76045420,76045596,1681,1694
76045963,76046135,1621,1702
76046585,76046757,1611,1587
76047122,76047294,1639,1591
76047697,76047868,1688,1719
76048225,76048397,1691,1723
76048834,76049006,1659,1608
76049361,76049533,1590,1697
76049923,76050096,1650,1735
76050477,76050652,1682,1680
76051011,76051183,1702,1682
76051585,76051757,1697,1707
76052118,76052290,1671,1569
76052679,76052850,1621,1683
76053219,76053391,1679,1723
76053790,76053962,1686,1714
76054333,76054505,1691,1701
76054880,76055053,1619,1733
76055436,76055612,1670,1715
76055967,76056139,1680,1678
76056504,76056680,1685,1692
76057040,76057212,1697,1724
76057624,76057796,1699,1707
76058156,76058328,1685,1667
76058718,76058890,1661,1562
76059257,76059429,1544,1605
76059834,76060006,1686,1716
76060362,76060534,1693,1729
76060917,76061089,1611,1718
76061464,76061638,1676,1723
76062007,76062179,1649,1715
76062585,76062756,1626,1719
76063136,76063308,1664,1711
76063730,76063902,1697,1714
76064257,76064429,1684,1647
76064824,76064996,1635,1700
76065364,76065536,1666,1706
76065916,76066089,1687,1710
76066447,76066619,1691,1603
76066995,76067169,1699,1673
76067585,76067757,1631,1708
76068135,76068307,1680,1705
76068689,76068861,1682,1679
76069217,76069389,1678,1673
76069789,76069961,1683,1660
76070335,76070507,1679,1680
76070893,76071067,1593,1588
76071446,76071618,1539,1697
76071979,76072152,1637,1729
76072585,76072757,1680,1648
76073116,76073288,1637,1678
76073690,76073862,1549,1649
76074246,76074418,1627,1628
76074836,76075008,1695,1702
76075394,76075566,1697,1710
76075949,76076121,1694,1703
76076491,76076663,1691,1716
76077035,76077207,1624,1717
76077618,76077790,1680,1715
76078161,76078333,1681,1732
76078755,76078927,1692,1718
76079286,76079458,1684,1652
76079899,76080071,1648,1597
76080440,76080616,1619,1654
76080987,76081159,1669,1657
76081585,76081757,1689,1557
76082111,76082283,1624,1623
76082687,76082859,1584,1693
76083221,76083393,1574,1715
76083796,76083968,1674,1732
76084350,76084522,1687,1726
76084895,76085067,1681,1711
76085424,76085596,1693,1656
76085971,76086143,1686,1659
76086585,76086757,1698,1604
76087133,76087304,1701,1724
76087719,76087891,1692,1675
76088274,76088446,1691,1680
76088837,76089010,1688,1622
76089381,76089553,1694,1725
76089917,76090089,1679,1705
76090454,76090626,1603,1663
76091005,76091176,1638,1703
76091586,76091758,1638,1709
76092116,76092288,1675,1729
76092688,76092860,1613,1715
76093258,76093430,1663,1707
76093827,76093999,1682,1638
76094364,76094536,1692,1717
76094920,76095092,1704,1719
76095473,76095646,1687,1544
76096017,76096189,1692,1632
76096586,76096758,1699,1713
76097131,76097303,1653,1601
76097760,76097932,1614,1704
76098299,76098471,1560,1653
76098894,76099067,1649,1575
76099423,76099597,1696,1715
76099967,76100139,1547,1707
76100586,76100758,1665,1740
76101124,76101296,1672,1650
76101688,76101860,1676,1620
76102218,76102390,1693,1695
76102792,76102964,1680,1643
76103347,76103518,1683,1713
76103892,76104065,1687,1713
76104422,76104597,1698,1713
76105006,76105178,1613,1707
76105586,76105758,1665,1700
76106112,76106284,1682,1651
76106686,76106858,1683,1712
76107250,76107422,1608,1717
76107836,76108008,1538,1699
76108383,76108555,1640,1718
76108974,76109148,1671,1661
76109586,76109758,1620,1675
76110159,76110331,1608,1674
76110726,76110898,1626,1647
76111463,76111639,1613,1583
76111975,76112149,1611,1719
76112492,76112664,1667,1718
76113003,76113175,1688,1719
76113507,76113682,1621,1716
76114023,76114195,1539,1660
76114587,76114759,1575,1712
76115104,76115276,1671,1725
76115667,76115839,1614,1725
76116190,76116362,1678,1723
76116812,76116984,1678,1718
76117324,76117496,1674,1713
76117875,76118047,1681,1711
76118377,76118549,1609,1637
76118899,76119071,1612,1630
76119488,76119662,1661,1649
76120094,76120266,1675,1704
76120696,76120868,1685,1704
76121279,76121451,1680,1631
76121905,76122077,1608,1705
76122468,76122640,1680,1723
76123072,76123244,1687,1719
76123685,76123857,1600,1714
76124209,76124381,1590,1723
76124794,76124966,1635,1721
76125386,76125558,1584,1600
76125971,76126143,1666,1544
76126587,76126759,1577,1640
76127129,76127301,1626,1716
76127688,76127860,1678,1715
76128209,76128381,1692,1704
76128780,76128952,1655,1696
76129334,76129506,1638,1720
76129941,76130113,1613,1646
76130587,76130759,1685,1709
76131131,76131303,1546,1734
76131665,76131837,1596,1724
76132209,76132381,1553,1627
76132940,76133112,1575,1652
76133470,76133642,1442,1651
76134035,76134207,1608,1713
76134611,76134783,1672,1675
