Inter-sample gap (us): 50
Inter-average gap (us): 500
Samples averaged: 20
Format: micros(), A0, A1 
76479639,33691,33658
76482216,33292,33432
76484793,32650,33954
76487372,33118,33048
76489949,33585,33776
76492530,32490,32330
76495107,33042,34203
76501533,32779,34066
76504109,33481,34165
76506688,33394,34133
76509267,32618,34275
76511845,33422,34191
76514423,33917,34432
76517002,32849,33769
76519579,33225,34693
76522158,33689,33710
76524736,33069,33852
76527313,33309,33756
76529890,33540,34226
76532469,32498,34510
76535048,33002,34681
76537625,33015,34176
76540202,33232,34416
76542779,33226,34398
76545357,33542,33175
76547934,32557,34067
76550513,33026,33978
76553090,33367,33176
76555669,33577,33834
76558246,33456,33751
76564581,33230,33958
76567160,31850,33862
76569737,33658,34302
76572314,33724,34048
76574891,33578,33419
76577470,32532,33653
76580048,33286,33653
76582625,33318,34593
76585202,33602,33800
76587778,33329,33346
76590356,33531,33681
76592934,32978,33761
76595513,33794,33635
76598087,33628,34606
76600665,34154,33774
76603244,34005,33970
76605821,33014,33256
76608398,32870,32463
76610975,33969,33215
76613553,32465,33659
76616131,33555,33882
76618708,33124,33957
76621285,31969,33448
76627600,33367,34558
76630179,32144,33921
76632755,33786,33513
76635334,33346,34212
76637912,33522,33854
76640492,32501,33144
76643070,33563,33504
76645648,32911,34548
76648226,32812,32775
76650803,33119,33533
76653382,33722,33845
76655961,33970,33846
76658540,33211,33823
76661115,32262,34474
76663693,33563,34302
76666272,32952,34221
76668851,33857,33822
76671428,34037,33552
76674004,32962,34511
76676581,32490,34241
76679160,33985,34603
76681737,32874,34095
76684314,33477,33646
76690787,33455,33599
76693364,33001,33251
76695943,32730,33986
76698522,33275,33810
76701101,33026,34194
76703677,32833,34513
76706256,33675,34247
76708834,33239,34256
76711411,33231,33296
76713987,33526,34224
76716568,33676,34576
76719146,33542,34236
76721723,34001,34203
76724301,33981,34418
76726878,33080,34654
76729455,33051,34270
76732032,33133,32989
76734609,32742,33862
76737186,33545,34114
76739764,33594,33695
76742343,33362,34480
76744922,31769,34377
76747501,32228,33362
76750079,33369,33975
76756514,33416,33369
76759091,33352,32835
76761670,33315,33692
76764247,33575,34614
76766825,33563,34226
76769402,33322,33970
76771981,33124,33641
76774561,34111,34536
76777138,32516,33468
76779715,33245,34380
76782295,33196,34021
76784873,32842,33374
76787452,33685,33307
76790029,33677,33970
76792605,33195,33985
76795185,33667,34052
76797764,33337,34082
76800343,33939,34328
76802919,33987,33704
76805498,33982,34151
76808076,33001,34382
76810654,33125,34513
76813231,33392,34070
76819624,33452,33126
76822201,32812,33546
76824778,32205,32513
76827357,33364,34553
76829934,32809,33205
76832513,33576,34559
76835089,32964,33466
76837667,33548,34221
76840244,33533,34168
76842821,33408,33643
76845398,33075,32616
76847975,33210,33740
76850553,33504,33612
76853130,33910,34231
76855707,33783,33443
76858284,33153,33925
76860862,33059,33381
76863440,33048,33866
76866017,33223,34033
76868594,33377,33742
76871173,33191,34382
76873750,32971,34423
76876327,33408,34620
76882728,32363,34081
76885305,32751,33802
76887883,33670,33943
76890460,33566,33930
76893039,32694,34519
76895617,33442,34362
76898196,32601,33862
76900775,32475,33345
76903354,33578,34123
76905933,33605,34235
76908511,33094,33924
76911087,33686,34094
76913665,33500,34124
76916244,33472,33844
76918821,32896,33421
76921398,33416,33836
76923975,33333,34383
76926553,33472,33856
76929131,33367,33340
76931707,33522,33953
76934284,33594,34568
76936863,33458,33495
76939441,33802,33642
76942018,33238,34363
76948435,32731,34119
76951012,32748,34543
76953591,33775,34046
76956168,32734,33757
76958747,32575,33866
76961324,33454,33482
76963901,32959,33514
76966480,32054,34467
76969059,33385,33452
76971637,33735,34137
76974214,33117,33586
76976791,32844,33529
76979370,33629,33219
76981947,33808,33513
76984525,32816,33597
76987102,33401,33646
76989679,33330,34123
76992258,32265,33541
76994835,33613,34049
76997411,33387,33545
76999988,33298,34600
77002568,32496,34148
77005146,32002,34616
77012530,33446,32378
77015106,32144,34359
77017685,33885,33595
77020262,33180,33535
77022838,33526,34092
77025415,34080,34223
77027992,34017,33824
77030572,32728,33622
77033148,33356,33728
77035727,33102,34475
77038303,33185,34552
77040881,33693,34588
77043458,33402,33755
77046035,32910,33875
77048612,33471,34358
77051189,33332,33306
77053767,33151,33401
77056344,33864,33593
77058923,33464,33784
77061502,33275,34240
77064079,32243,32959
77066656,33753,33808
77069235,33668,34381
77075519,32947,34328
77078098,33583,33338
77080677,34198,34581
77083256,33513,33644
77085834,32975,34481
77088409,33890,34282
77090988,33703,34396
77093569,33161,34197
77096146,32547,33603
77098723,33535,33995
77101299,32418,32974
77103876,33426,33217
77106455,33643,34222
77109031,32703,34207
77111608,32958,33761
77114185,33400,34122
77116764,33867,34450
77119340,33480,34051
77121917,32978,33377
77124496,32343,33211
77127075,33953,34439
77129652,33102,34163
77132229,33036,33642
77138613,33641,33919
77141190,33471,33918
77143768,32805,33954
77146346,33051,33671
77148925,33555,34279
77151503,33354,34499
77154081,33792,34533
77156659,33209,34225
77159237,33259,33981
77161814,32739,33168
77164393,33133,33140
77166972,34119,34186
77169552,34050,34131
77172129,34042,33642
77174706,33596,34623
77177283,33133,34129
77179862,32742,33868
77182441,33223,33797
77185018,33282,33498
77187594,33689,34520
77190173,33914,34298
77192750,33163,33716
77195327,33220,33482
77197904,33598,34549
77204309,33683,34321
77206888,32700,34246
77209466,33635,33765
77212043,33280,34685
77214620,32770,33948
77217200,33942,34660
77219776,33796,33830
77222355,33270,33948
77224933,33408,34086
77227512,33149,33991
77230087,32704,34098
77232666,33767,33990
77235245,32540,33063
77237821,31287,33333
77240398,32836,33682
77242974,31931,33716
77245553,32785,34148
77248130,33050,34029
77250707,32789,32905
77253284,32596,33878
77255862,32763,33679
77258437,32947,34501
77261014,33969,33643
77267431,31729,34231
77270008,33458,34532
77272587,33540,33826
77275164,33302,33704
77277743,33932,34433
77280320,33215,34459
77282897,32988,33923
77285477,33464,33818
77288057,33857,33973
77290634,33499,34358
77293211,33303,34315
77295789,32967,34242
77298368,33648,33827
77300946,33012,34537
77303526,33403,33871
77306103,32989,33890
77308680,32692,33419
77311258,33327,33166
77313835,33030,33312
77316412,32644,33860
77318989,33010,33879
77321570,32231,34171
77324147,33532,34127
77330547,34015,33513
77333121,32336,34211
77335698,33228,34582
77338277,32822,33849
77340853,33074,34058
77343432,33567,33885
77346009,33611,34062
77348587,33527,33766
77351164,33984,33229
77353740,33347,34297
77356316,33599,34345
77358893,33174,33681
77361472,33528,33831
77364049,32357,33719
77366627,33153,33093
77369205,33589,34050
77371784,33331,34247
77374360,33714,33970
77376937,33004,34375
77379515,33740,34144
77382092,33807,33965
77384671,33785,34644
77387246,33015,33661
77393652,33950,33748
77396228,33373,34460
77398805,33541,34297
77401382,32806,34303
77403960,33261,34748
77406539,33500,33561
77409116,33742,33886
77411693,33584,33373
77414272,33891,32670
77416851,33609,34268
77419428,33729,33906
77422005,33526,34142
77424581,32559,34347
77427160,33815,33658
77429737,32517,32915
77432314,33344,33710
77434891,32896,33947
77437469,33083,34089
77440048,33484,33183
77442624,33734,34034
77445201,33395,34166
77447778,33342,33534
77450357,33667,34126
77452934,33714,34331
77459353,33531,33098
77461930,33178,33672
77464509,33301,33948
77467087,32552,34340
77469665,33297,34652
77472244,33037,33975
77474821,33247,34289
77477398,33852,34207
77479975,33439,34035
77482554,33538,33226
77485131,33597,33447
77487708,32960,34366
77490284,33523,34067
77492863,33969,33689
77495441,32764,33012
77498018,32185,33472
77500595,33355,33896
77503174,33425,34208
77505752,32282,34045
77508329,32830,34473
77510906,33043,33702
77513485,33373,33934
77516062,33556,33962
77522481,33160,34491
77525060,32530,34541
77527637,32909,33501
77530215,32573,33828
77532791,33203,34389
77535370,32713,34289
77537948,33612,33877
77540528,33834,33995
77543105,33721,33803
77545681,32923,33923
77548258,32353,34038
77550836,33675,33621
77553413,33617,34367
77555990,33683,32930
77558571,34009,34616
77561148,33089,34105
77563727,33417,34388
77566305,33725,34453
77568884,32672,33200
77571460,33217,34314
77574040,33511,33517
77576617,32841,33817
77579196,33515,33382
77585531,33285,34261
77588108,33178,33091
77590687,32983,33993
77593263,32921,33936
77595843,32584,34229
77598420,33668,34262
77600997,32412,34479
77603578,33022,34046
77606156,33903,33284
77608734,32983,33315
77611311,32520,34345
77613890,33849,33389
77616468,33493,34195
77619048,32879,34252
77621625,33785,34102
77624202,33855,34402
77626778,33445,34342
77629356,33463,33652
77631932,33966,33882
77634511,32834,33726
77637088,33539,33481
77639667,33343,33884
77642245,33613,34616
77644821,32691,32729
77651084,33117,34463
77653663,33349,33851
77656239,33379,33985
77658817,33844,34271
77661396,33335,33720
77663973,33993,34180
77666553,32070,34438
77669131,33253,34359
77671708,33542,33933
77674285,33356,31511
77676864,32194,33240
77679441,33302,33278
77682018,33699,33757
77684594,32896,33552
77687173,33579,33644
77689750,33348,33953
77692327,33596,34121
77694904,33767,34059
77697483,33156,34257
77700062,33814,33854
77702639,32934,32917
77705216,33578,33295
77707793,33379,34289
77714220,33505,34203
77716797,32752,33985
77719376,33629,34542
77721954,33217,33654
77724532,33040,33917
77727110,32727,33664
77729689,32352,33829
77732266,32591,33875
77734845,33538,33158
77737421,33060,33585
77740002,33344,33970
77742579,33218,33814
77745158,33372,34298
77747736,32539,34342
77750314,32883,34101
77752891,33259,34307
77755469,32693,33267
77758048,33584,34299
77760625,33609,34164
77763202,32975,33574
77765778,33533,33487
77768357,33584,33322
77770934,32577,34154
77777357,33426,34213
77779934,33259,34629
77782513,32616,33391
77785089,33022,34472
77787669,33992,33227
77790246,33017,33899
77792825,33897,34108
77795402,33312,34233
77797979,33644,33256
77800557,33393,32769
77803136,33539,32108
77805714,33081,32811
77808292,33668,34185
77810870,33213,34279
77813450,33938,34053
77816027,33987,33789
77818604,33596,33662
77821185,33389,34138
77823764,32153,34549
77826342,33119,34172
77828919,33842,34132
77831498,34070,34302
77834077,33746,34383
77840496,33431,34109
77843074,32907,33540
77845652,33265,34499
77848228,33823,33234
77850805,33270,33917
77853382,33740,33820
77855961,32885,34662
77858540,33059,33988
77861116,32790,34130
77863693,33259,34485
77866271,33879,32671
77868848,33035,33942
77871426,33170,33687
77874004,33191,34497
77876581,32081,33260
77879160,33552,32730
77881736,33922,33914
77884313,33063,33650
77886890,33899,33529
77889468,32986,34034
77892044,33438,33920
77894621,33765,33955
77897200,33387,34345
77899776,32851,33659
77906181,33946,34112
77908758,33481,34387
77911335,33238,34483
77913912,33333,33235
77916493,32662,32772
77919070,31427,33867
77921649,33313,34284
77924226,34022,34196
77926802,33505,33154
77929382,33080,33237
77931961,32875,33771
77934540,33947,34067
77937117,33877,34610
77939692,33130,33759
77942271,33016,34382
77944848,32590,34620
77947425,33032,33818
77950003,33708,32591
77952580,33642,33371
77955158,33856,33907
77957736,33915,34345
77960313,33457,34526
77962890,33465,33764
77969297,33388,33728
77971874,33596,34253
77974453,33337,34430
77977031,33544,34619
77979608,33379,34091
77982185,32869,34197
77984764,33099,33694
77987343,33495,33359
77989921,33778,33978
77992499,33758,34251
77995079,33334,33095
77997656,33570,34281
78000234,33002,33625
78002811,34078,33885
78005390,33424,34404
78007968,32163,34218
78010549,32537,33707
78013126,33286,34568
78015704,33050,34215
78018283,32878,32765
78020862,33707,32394
78023440,33063,33966
78026018,33670,34135
78032432,32902,33918
78035008,33202,33408
78037586,33578,33439
78040163,34026,34515
78042740,32291,33692
78045316,33542,34180
78047893,33827,33714
78050475,32967,33159
78053052,33610,33722
78055630,33427,33532
78058207,32453,34168
78060786,33314,34250
78063364,33723,34085
78065942,32588,34233
78068522,32750,33087
78071101,33236,33239
78073678,32947,33467
78076257,33283,33846
78078834,33689,33848
78081411,32899,32920
78083988,33357,34417
78086569,32952,33285
78089146,33568,34113
78095426,33681,34489
78098005,33485,33820
78100582,33301,32923
78103160,33340,33168
78105737,33250,33605
78108314,32788,33454
78110891,32804,34272
78113470,33406,33671
78116048,33154,34210
78118625,33925,34073
78121202,33391,34620
78123778,33901,34519
78126356,33660,34510
78128934,33201,33988
78131513,33523,34035
78134089,33230,34549
78136669,33359,33680
78139244,33713,33761
78141821,33547,34600
78144398,32766,34507
78146975,33288,34339
78149554,33218,34023
78152131,32856,33924
78154708,32853,33435
78160968,32821,33672
78163549,33375,33444
78166125,34070,33554
78168702,33671,33652
78171280,32859,33870
78173857,33294,33508
78176434,33307,34591
78179011,33244,34249
78181590,33938,33876
78184168,34005,34134
78186747,32891,34038
78189324,33416,34173
78191901,33059,33876
78194480,33212,33517
78197059,33549,34561
78199637,33628,34233
78202215,33387,34597
78204791,32992,33867
78207370,33557,33914
78209946,33626,33962
78212526,31921,34186
78215103,32592,34110
78217680,33306,34026
78224091,33371,34492
78226670,33089,33783
78229247,33642,34016
78231825,33690,32971
78234403,33973,33503
78236982,33273,33852
78239561,33399,33920
78242138,33349,33816
78244715,32405,33772
78247294,33494,34027
78249873,33184,32992
78252452,34059,33709
78255029,32982,34720
78257606,32818,33493
78260185,33255,34216
78262764,33615,34412
78265343,33156,34262
78267922,33704,34143
78270502,32902,34095
78273079,33438,33861
78275655,32801,34029
78278231,33766,33877
78280808,33685,34337
78287228,33819,34123
78289804,33460,33378
78292382,33375,33808
78294960,32136,34251
78297539,32810,34204
78300116,33847,34353
78302693,34018,33483
78305272,33622,33930
78307848,33171,33589
78310424,33877,34682
78313002,33975,33921
78315580,32958,34168
78318158,33121,33692
78320736,33072,33739
78323314,33283,33806
78325891,33085,33703
78328470,32803,33459
78331048,33957,34019
78333628,33678,33371
78336205,33699,33533
78338784,32664,34529
78341361,33649,33318
78343936,33576,33609
78346515,33915,34413
78352914,33561,33773
78355495,33138,33341
78358073,33363,33530
78360651,32340,33454
78363229,33276,33828
78365806,33602,34119
78368383,33693,33608
78370962,33873,32716
78373541,33532,34238
78376118,32828,33785
78378695,32939,34695
78381274,33266,34277
78383851,33338,34379
78386431,33155,34590
78389009,33972,33666
78391587,33509,32805
78394164,32643,34191
78396743,32998,33085
78399319,32756,33499
78401897,33234,33796
78404477,33812,34650
78407057,33236,34587
78409634,33871,34062
78416027,33316,34204
78418604,33120,33393
78421184,33662,33990
78423763,33864,33571
78426340,33375,33314
78428917,32898,34503
78431496,33858,34148
78434075,33320,33551
78436653,33133,33394
78439230,33210,33785
78441807,33219,33841
78444382,32710,33329
78446961,32130,34181
78449540,33623,34179
78452116,33011,33402
78454692,32302,33523
78457271,33572,33538
78459848,32487,33234
78462425,33312,34188
78465004,33319,34550
78467581,32408,33443
78470160,33495,34443
78472737,33185,34570
78479156,33280,33748
78481734,33550,34173
78484311,33180,34189
78486890,33303,34029
78489468,33596,33988
78492047,33919,33871
78494624,33947,34335
78497201,33572,33030
78499778,32771,34462
78502357,32037,32905
78504934,33564,34420
78507513,32867,33761
78510091,33700,33639
78512670,33537,34049
78515247,32701,34084
78517825,33826,33953
78520403,33030,34339
78522982,33714,34586
78525561,33761,34483
78528138,32540,33995
78530715,33513,33541
78533294,33475,34086
78535873,32859,34270
78542304,33280,34272
78544883,33254,34496
78547460,33805,33902
78550040,33220,34068
78552617,32430,33360
78555196,33650,33307
78557775,33393,34359
78560354,33542,33565
78562932,33225,34004
78565511,33920,33816
78568087,33246,34359
78570666,34042,33645
78573245,33610,34021
78575825,33906,33244
78578402,33926,34085
78580981,32890,33689
78583561,33623,33409
78586138,33246,33669
78588715,33145,34494
78591295,33032,33969
78593873,33714,33184
78596452,34053,33963
78599029,33662,33294
78601606,32922,34433
78607890,33476,33255
78610469,32682,33880
78613048,33152,34534
78615625,33626,34141
78618202,34024,33300
78620779,33724,33919
78623357,33583,33972
78625934,33172,33414
78628513,32915,34352
78631090,32468,33417
78633669,33503,33615
78636246,33123,34536
78638825,32951,33219
78641403,33806,33995
78643982,33672,33951
78646561,33623,33802
78649138,32668,33907
78651715,32634,33186
78654294,33285,33038
78656874,32901,33597
78659452,33418,34252
78662029,33753,34438
78664606,33535,34282
78670863,33705,34102
78673441,33284,33068
78676018,33168,33529
78678595,32855,34264
78681174,33082,34240
78683750,33444,33466
78686327,33666,34199
78688904,34045,33795
78691483,33697,33201
78694061,33913,32884
78696637,33779,33535
78699215,34090,34157
78701791,32558,34407
78704370,32902,34183
78706947,33287,33401
78709526,33520,33856
78712102,32641,33148
78714679,33457,34470
78717258,33252,33337
78719834,32407,34563
78722411,32320,34124
78724988,33583,33870
78727569,33295,34521
78733972,33853,34237
78736553,32655,34373
78739130,33473,34159
78741706,33297,32828
78744284,33218,34208
78746862,33829,34081
78749441,33901,34269
78752018,33220,33680
78754594,33139,34298
78757173,33498,34126
78759750,32873,34255
78762327,33595,34203
78764904,34045,33589
78767483,34127,33997
78770062,33159,33076
78772639,33248,33684
78775214,32874,34180
78777791,32670,33976
78780370,32970,33542
78782947,33571,34235
78785525,33079,33900
78788103,34025,34656
78790680,33316,33425
78797103,33624,34190
78799679,33057,33915
78802258,33394,34107
78804834,33637,33853
78807411,33392,33978
78809988,34018,34261
78812569,34026,33787
78815146,32702,32535
78817723,33147,33985
78820301,33658,33876
78822878,33529,33650
78825455,32895,33315
78828033,32392,33754
78830610,32738,34188
78833186,33750,34330
78835765,33907,33761
78838343,33247,34268
78840923,32925,33716
78843502,32851,32932
78846079,33782,33654
78848656,34000,33924
78851231,33326,34422
78853808,33624,34304
78856385,33696,33803
78862787,33090,34599
78865365,33798,34142
78867943,33150,33831
78870522,33267,34744
78873101,34065,34318
78875678,33576,34576
78878256,33841,33726
78880834,32979,33918
78883411,33192,34594
78885988,33679,34278
78888568,33489,34551
78891146,32524,32892
78893723,33179,33680
78896299,31951,33806
78898876,32748,33965
78901455,33405,33145
78904033,31839,33796
78906610,32766,34326
78909187,33344,34111
78911765,33424,33784
78914343,33977,34374
78916920,33840,33516
78919498,33351,33663
78925895,33495,33697
78928476,32473,33986
78931055,32374,34076
78933631,32585,33658
78936209,33151,34637
78938787,33347,33824
78941365,33612,34234
78943944,33420,33697
78946523,33477,33193
78949101,33902,34473
78951677,33771,34541
78954256,33651,34101
78956834,32674,33584
78959411,33561,33959
78961988,33230,32888
78964568,33258,32320
78967146,32819,33808
78969723,33465,34516
78972299,32478,33988
78974876,32499,34453
78977454,33100,34061
78980031,32986,33885
78982608,33440,34026
78989048,33120,34439
78991625,33991,33897
78994202,33733,33816
78996778,34083,33960
78999357,33498,33443
79001934,33502,33898
79004513,32554,34478
79007089,32266,34551
79009669,33614,33662
79012245,33586,33694
79014821,33346,34334
79017398,33276,33948
79019975,33226,34278
79022554,32419,34535
79025131,33127,33939
79027708,33579,32545
79030285,33654,34310
79032865,34049,34219
79035441,33512,34032
79038018,33764,34076
79040594,33250,34619
79043173,33015,34554
79045750,32900,33762
79048327,32801,33173
79054802,33242,34039
79057382,33945,34659
79059960,34020,34480
79062539,33706,32984
79065116,33370,34135
79067693,33177,33776
79070271,33404,33703
79072848,33607,34013
79075426,32978,32822
79078004,33589,34423
79080581,33891,34080
79083158,33404,33220
79085736,32567,34120
79088312,33612,33760
79090889,33680,33904
79093468,33674,34301
79096045,33508,33057
79098622,33131,33710
79101201,33374,33885
79103778,33071,34359
79106357,33797,34090
79108934,32348,34392
79111513,31565,33325
79117790,34030,33229
79120368,33372,34770
79122946,33553,34496
79125526,33319,34158
79128103,33901,34561
79130680,32330,34527
79133258,31949,33779
79135836,32885,34451
79138413,33559,33616
79140989,34116,33321
79143571,33300,34600
79146147,33235,33698
79148726,32178,32630
79151304,33236,34204
79153882,33025,33167
79156459,33640,33922
79159034,33632,34040
79161611,33976,33600
79164188,33361,34107
79166767,32630,33769
79169344,33171,34407
79171923,33949,34085
79174502,33617,33332
79180758,33619,33859
79183335,33952,34634
79185912,33237,34231
79188493,33507,34484
79191070,33330,33548
79193648,33112,34207
79196225,33910,34435
79198802,33102,34118
79201382,33053,34152
79203960,32715,33781
79206539,33552,34345
79209117,33109,33494
79211692,33415,34322
79214271,33634,33453
79216848,32519,34674
79219425,33240,33807
79222004,32857,33341
79224581,33570,34251
79227160,33460,33664
79229737,33074,33885
79232314,32605,34285
79234891,32770,34508
79237470,33287,33182
79243897,33251,34161
79246477,32650,34271
79249055,33564,33426
79251632,32638,33267
79254209,33244,33736
79256789,32789,34475
79259365,32806,34204
79261943,32817,33435
79264522,34041,34112
79267101,32891,34499
79269678,32861,33702
79272257,33000,33372
79274834,33825,34222
79277411,32759,34554
79279988,33191,33523
79282568,33873,33663
79285146,33254,34215
79287723,33559,33495
79290301,33578,33743
79292878,33638,34121
79295455,33770,33536
79298032,32966,33519
79300610,32972,34333
79303187,33616,34483
79309607,33403,33747
79312185,33578,33828
79314764,33496,34051
79317343,32846,33804
79319920,32677,34557
79322498,32060,32946
79325077,33048,34334
79327655,33537,33973
79330232,33208,34451
79332809,32807,34055
79335385,33192,34243
79337964,33264,33094
79340543,33776,34371
79343120,33626,33911
79345697,33211,33525
79348274,33693,34087
79350851,33260,34547
79353431,32835,34452
79356008,32972,33789
79358586,33047,32816
79361163,32025,34287
79363740,33954,33729
79366316,32457,34285
79372714,33893,34078
79375291,33741,33792
79377870,32156,33182
79380449,33558,33267
79383026,33522,33895
79385604,33839,33794
79388182,33357,34313
79390758,33426,33649
79393335,33793,33910
79395912,32749,33661
79398492,33017,33411
79401070,33234,33779
79403649,33282,33930
79406226,33932,33498
79408803,33228,34308
79411382,33201,33492
79413961,33718,34099
79416539,32917,32985
79419116,32904,33737
79421693,33205,34352
79424271,33836,33503
79426848,33086,33958
79429426,33558,33231
79435835,33314,34121
79438413,33974,34036
79440990,33162,33801
79443570,32877,33723
79446147,32085,33013
79448726,32525,34441
79451303,33550,34606
79453881,32774,33208
79456458,32814,34435
79459035,34033,34250
79461611,33076,33760
79464188,32894,34292
79466767,32606,34282
79469343,32691,34574
79471923,32672,34117
79474502,32573,34190
79477079,33664,33857
79479656,33205,33925
79482235,33583,33117
79484812,33033,34225
79487391,32845,34237
79489972,33786,33589
79492552,32873,34089
79499043,32756,33373
79501621,33494,34534
79504200,33586,33983
79506776,33338,34046
79509355,33203,33784
79511932,34022,33585
79514511,33304,34262
79517088,33311,34128
79519666,33563,34532
79522244,33131,34043
79524821,34043,33617
79527398,33715,33921
79529975,33531,33358
79532553,32780,33181
79535131,33349,33998
79537708,33066,33923
79540286,33148,34383
79542865,33978,33198
79545443,32606,34243
79548020,33354,34687
79550597,33686,32804
79553176,33676,34441
79555753,33450,34130
79558333,33195,34515
79564750,33228,34059
79567327,33842,34008
79569904,31996,34584
79572483,33571,34428
79575062,33066,33819
79577639,33857,34495
79580216,33205,32233
79582793,32976,33676
79585372,32040,33862
79587950,33981,34339
79590530,34057,34255
79593108,33200,34310
79595687,33992,34393
79598264,33943,33850
79600843,32997,33740
79603421,33703,33856
79605997,34016,34243
79608579,33557,33081
79611156,33767,32648
79613733,32845,33956
79616310,33239,33316
79618889,33649,34093
79621468,33439,34609
79627813,33502,34601
79630392,33264,33854
79632972,33043,33480
79635552,33197,34399
79638129,32813,33603
79640706,33443,33501
79643283,32136,34314
79645862,33568,34556
79648440,33241,33883
79651017,33917,34283
79653594,33640,34199
79656173,33594,33441
79658750,32947,34202
79661327,33111,32952
79663904,32855,32903
79666483,33144,34253
79669062,32802,33104
79671639,32807,34505
79674216,33883,33720
79676793,33505,34232
79679373,33176,32642
79681950,33579,34568
79684530,33354,32770
79690848,33564,34108
79693426,33663,33569
79696004,33486,34412
79698581,33149,34085
79701160,31697,33722
79703738,32675,33885
79706314,32726,34154
79708891,32425,33403
79711470,33482,33648
79714048,33663,34489
79716625,33608,34244
79719201,33331,32738
79721777,33054,34332
79724355,33637,34047
79726932,33622,33636
79729511,33667,34068
79732088,33629,34116
79734667,33964,33415
79737244,33178,34203
79739821,32835,33907
79742397,33206,34505
79744974,34057,32822
79747553,33193,34343
79750130,33514,34513
79756600,33631,33990
79759179,33621,33850
79761755,33703,34503
79764333,33642,34167
79766910,33069,34483
79769492,31426,33846
79772070,33054,34067
79774649,33097,33364
79777226,33000,33512
79779804,33504,33731
79782382,33374,34469
79784961,33255,33990
79787539,32844,34488
79790117,33365,33815
79792692,32761,33487
79795271,33719,34029
79797848,33546,33563
79800426,33809,33379
79803005,32993,32748
79805581,32275,33928
79808160,32819,34378
79810736,32940,34000
79813313,33184,33896
79819789,32803,34408
79822367,33215,33774
79824946,33624,34095
79827525,33968,34265
79830102,33140,34635
79832680,34007,34467
79835258,33297,33497
79837836,33893,33870
79840413,33837,33007
79842990,33239,34367
79845571,32903,34055
79848148,33745,34008
79850727,32585,33933
79853303,33834,34126
79855881,32885,34090
79858458,33648,33576
79861035,33180,34305
79863611,32917,34209
79866188,32862,34272
79868767,33589,34272
